title,imdbid,year,rating,binary
Undercover Blues,tt0108442,1993,1,0
Super Mario Bros.,tt0108255,1993,3,1
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),tt0106417,1993,3,1
"Beverly Hillbillies, The",tt0106400,1993,3,1
Dazed and Confused,tt0106677,1993,3,1
Untamed Heart,tt0108451,1993,3,1
"Remains of the Day, The",tt0107943,1993,1,0
Body of Evidence,tt0106453,1993,3,1
Umi ga kikoeru,tt0108432,1993,3,1
Fei hu wai zhuan,tt0104246,1993,2,0
Death Train,tt0106689,1993,3,1
Short Cuts,tt0108122,1993,3,1
Matinee,tt0107529,1993,1,0
&quot;The X-Files&quot; Pilot,tt0170817,1993,3,1
Indecent Proposal,tt0107211,1993,0,0
Body Bags,tt0106449,1993,1,0
Kika,tt0107315,1993,3,1
"Making of &#39;...And God Spoke&#39;, The",tt0107492,1993,1,0
Heisei tanuki gassen pompoko,tt0110008,1994,1,0
Birds 2: Land&#39;s End,tt0109275,1994,3,1
"Professional, The",tt0110413,1994,3,1
"Santa Clause, The",tt0111070,1994,1,0
Felidae,tt0109791,1994,1,0
Forrest Gump,tt0109830,1994,1,0
Ace Ventura: Pet Detective,tt0109040,1994,2,0
It&#39;s Pat,tt0110169,1994,3,1
Frit&auml;nkaren,tt0109849,1994,3,1
"Pagemaster, The",tt0110763,1994,1,0
Reality Bites,tt0110950,1994,3,1
"Stand, The",tt0108941,1994,3,1
"Specialist, The",tt0111255,1994,1,0
Oleanna,tt0110722,1994,0,0
Little Women,tt0110367,1994,3,1
Lakota Woman: Siege at Wounded Knee,tt0110297,1994,3,1
See How They Fall,tt0110958,1994,1,0
I.Q.,tt0110099,1994,0,0
Dias contados,tt0109699,1994,3,1
Wing Chun,tt0111800,1994,2,0
A.P.E.X.,tt0109144,1994,1,0
Street Fighter,tt0111301,1994,3,1
Pat and Margaret,tt0124829,1994,3,1
I Like It Like That,tt0110091,1994,3,1
"Return of Jafar, The",tt0107952,1994,0,0
Go Fish,tt0109913,1994,3,1
Priest,tt0110889,1994,3,1
No Escape,tt0110678,1994,0,0
"Shadow, The",tt0111143,1994,0,0
Speed,tt0111257,1994,3,1
Mina Tannenbaum,tt0110521,1994,3,1
Pulp Fiction,tt0110912,1994,3,1
"Lion King, The",tt0110357,1994,1,0
"Client, The",tt0109446,1994,3,1
Clerks.,tt0109445,1994,1,0
Ed Wood,tt0109707,1994,3,1
Blue Sky,tt0109306,1994,3,1
J&#39;ai pas sommeil,tt0110171,1994,3,1
Three Colors: White,tt0111507,1994,1,0
"Crow, The",tt0109506,1994,3,1
"Hudsucker Proxy, The",tt0110074,1994,1,0
Stargate,tt0111282,1994,1,0
"Corrina, Corrina",tt0109484,1994,3,1
Serial Mom,tt0111127,1994,3,1
Sirens,tt0111201,1994,3,1
Wrony,tt0111751,1994,3,1
"Adventures of Priscilla, Queen of the Desert, The",tt0109045,1994,3,1
Airheads,tt0109068,1994,1,0
Giorgino,tt0109900,1994,3,1
"Shawshank Redemption, The",tt0111161,1994,0,0
"Mask, The",tt0110475,1994,1,0
Color of Night,tt0109456,1994,3,1
True Lies,tt0111503,1994,3,1
Natural Born Killers,tt0110632,1994,3,1
Angels in the Outfield,tt0109127,1994,1,0
Muriel&#39;s Wedding,tt0110598,1994,3,1
Chungking Express,tt0109424,1994,1,0
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),tt0109277,1994,3,1
Interview with the Vampire,tt0110148,1994,1,0
Heavenly Creatures,tt0110005,1994,3,1
Drop Zone,tt0109676,1994,2,0
Brainscan,tt0109327,1994,1,0
Crooklyn,tt0109504,1994,3,1
Quiz Show,tt0110932,1994,2,0
D2: The Mighty Ducks,tt0109520,1994,1,0
"Legend of Drunken Master, The",tt0111512,1994,3,1
Death and the Maiden,tt0109579,1994,0,0
Kan du vissla Johanna?,tt0110236,1994,0,0
"Secret of Roan Inish, The",tt0111112,1994,3,1
Runaway Daughters,tt0111033,1994,3,1
It Could Happen to You,tt0110167,1994,1,0
Black Beauty,tt0109279,1994,3,1
New Nightmare,tt0111686,1994,3,1
"Last Seduction, The",tt0110308,1994,1,0
Sister My Sister,tt0111205,1994,3,1
Star Trek Generations,tt0111280,1994,3,1
"Fantastic Four, The",tt0109770,1994,1,0
"Flintstones, The",tt0109813,1994,3,1
Eat Drink Man Woman,tt0111797,1994,3,1
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,tt0110054,1994,3,1
Bad Girls,tt0109198,1994,3,1
"Swan Princess, The",tt0111333,1994,1,0
Naked Gun 33 1/3: The Final Insult,tt0110622,1994,2,0
Getting Any?,tt0110524,1994,0,0
Beverly Hills Cop III,tt0109254,1994,0,0
Fear City: A Family-Style Comedy,tt0109440,1994,3,1
Police Academy: Mission to Moscow,tt0110857,1994,1,0
In the Mouth of Madness,tt0113409,1994,1,0
Legends of the Fall,tt0110322,1994,3,1
Amateur,tt0109093,1994,3,1
"Road to Wellville, The",tt0111001,1994,3,1
Uncovered,tt0111549,1994,3,1
Dumb &amp; Dumber,tt0109686,1994,2,0
Trading Mom,tt0111470,1994,3,1
Timecop,tt0111438,1994,1,0
Four Weddings and a Funeral,tt0109831,1994,3,1
Don&#39;t Drink the Water,tt0109644,1994,1,0
"Little Rascals, The",tt0110366,1994,2,0
Cold Comfort Farm,tt0112701,1995,3,1
Boys on the Side,tt0112571,1995,3,1
Balto,tt0112453,1995,2,0
Copycat,tt0112722,1995,3,1
Rumble in the Bronx (Hung fan kui),tt0113326,1995,1,0
Dracula: Dead and Loving It,tt0112896,1995,3,1
Before Sunrise,tt0112471,1995,0,0
Hackers,tt0113243,1995,2,0
Mallrats,tt0113749,1995,2,0
Mighty Morphin Power Rangers: The Movie,tt0113820,1995,3,1
"City of Lost Children, The",tt0112682,1995,3,1
Now and Then,tt0114011,1995,3,1
Circle of Friends,tt0112679,1995,3,1
Tank Girl,tt0114614,1995,3,1
Pocahontas,tt0114148,1995,3,1
"Baby-Sitters Club, The",tt0112435,1995,3,1
Village of the Damned,tt0114852,1995,3,1
Dead Presidents,tt0112819,1995,3,1
First Knight,tt0113071,1995,2,0
La flor de mi secreto,tt0113083,1995,3,1
Babe,tt0112431,1995,3,1
Friday,tt0113118,1995,2,0
How to Make an American Quilt,tt0113347,1995,3,1
Mimi wo sumaseba (Whisper of the Heart),tt0113824,1995,3,1
Dilwale Dulhania Le Jayenge,tt0112870,1995,3,1
Assassins,tt0112401,1995,1,0
Strange Days,tt0114558,1995,3,1
Maborosi,tt0113725,1995,3,1
Gold Diggers: The Secret of Bear Mountain,tt0113188,1995,3,1
"Pebble and the Penguin, The",tt0114108,1995,2,0
Toy Story,tt0114709,1995,1,0
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",tt0112513,1995,3,1
Waterworld,tt0114898,1995,2,0
Home for the holidays,tt0113321,1995,3,1
"Celluloid Closet, The",tt0112651,1995,3,1
Braveheart,tt0112573,1995,2,0
Sabrina,tt0114319,1995,3,1
When Night is Falling,tt0114916,1995,3,1
Mortal Kombat,tt0113855,1995,1,0
Catnapped! The Movie,tt0114689,1995,3,1
Higher Learning,tt0113305,1995,3,1
GoldenEye,tt0113189,1995,3,1
Desperado,tt0112851,1995,1,0
Nadie hablara de nosotras cuando hayamos muerto,tt0113918,1995,3,1
Welcome to the Dollhouse,tt0114906,1995,3,1
Antonia&#39;s Line,tt0112379,1995,3,1
Dolores Claiborne,tt0109642,1995,3,1
Four rooms,tt0113101,1995,3,1
La Haine,tt0113247,1995,0,0
Sense and Sensibility,tt0114388,1995,3,1
Persuasion,tt0114117,1995,3,1
"Bridges of Madison County, The",tt0112579,1995,3,1
Heat,tt0113277,1995,2,0
Aladdin and the King of Thieves,tt0115491,1995,1,0
Twelve Monkeys,tt0114746,1995,1,0
"To Wong Foo, Thanks for Everything! Julie Newmar",tt0114682,1995,3,1
Dangerous Minds,tt0112792,1995,3,1
Underground,tt0114787,1995,1,0
French Kiss,tt0113117,1995,2,0
Se7en,tt0114369,1995,1,0
Casino,tt0112641,1995,2,0
"American President, The",tt0112346,1995,3,1
"Langoliers, The",tt0112040,1995,3,1
Ringu Kanzenban,tt0235133,1995,1,0
Jumanji,tt0113497,1995,3,1
Safe,tt0114323,1995,3,1
Devil in a Blue Dress,tt0112857,1995,1,0
Magic in the Water,tt0113737,1995,1,0
Dead Man Walking,tt0112818,1995,3,1
Nick of Time,tt0113972,1995,3,1
Land and Freedom,tt0114671,1995,1,0
El dia de la bestia,tt0112922,1995,3,1
"Quick and the Dead, The",tt0114214,1995,3,1
Ace Ventura: When Nature Calls,tt0112281,1995,0,0
Apollo 13,tt0112384,1995,3,1
Butterfly Kiss,tt0112604,1995,3,1
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),tt0113568,1995,0,0
Batman Forever,tt0112462,1995,1,0
While You Were Sleeping,tt0114924,1995,3,1
A little princess,tt0113670,1995,3,1
Clueless,tt0112697,1995,3,1
"Usual Suspects, The",tt0114814,1995,1,0
Fallen Angels,tt0112913,1995,1,0
"Net, The",tt0113957,1995,3,1
A Goofy Movie,tt0113198,1995,2,0
Canadian Bacon,tt0109370,1995,1,0
"Incredibly True Adventures of Two Girls in Love, The",tt0113416,1995,3,1
Casper,tt0112642,1995,3,1
Outbreak,tt0114069,1995,3,1
Pride and Prejudice,tt0112130,1995,3,1
Die Hard: With a Vengeance,tt0112864,1995,1,0
Empire Records,tt0112950,1995,3,1
Serving in Silence,tt0114395,1995,3,1
Billy Madison,tt0112508,1995,1,0
Congo,tt0112715,1995,0,0
Showgirls,tt0114436,1995,3,1
Species,tt0114508,1995,3,1
"Addiction, The",tt0112288,1995,3,1
Dragon Ball Z: Wrath of the Dragon,tt0142243,1995,2,0
Judge Dredd,tt0113492,1995,3,1
Grim,tt0113221,1995,3,1
Kids,tt0113540,1995,3,1
Othello,tt0114057,1995,2,0
Party Girl,tt0114095,1995,3,1
Tommy Boy,tt0114694,1995,3,1
"Long Kiss Goodnight, The",tt0116908,1996,3,1
Welcome to the Discworld,tt0313773,1996,0,0
Mars Attacks!,tt0116996,1996,3,1
Jingle All the Way,tt0116705,1996,1,0
"English Patient, The",tt0116209,1996,3,1
Swingers,tt0117802,1996,2,0
Matilda,tt0117008,1996,3,1
Fear,tt0116287,1996,3,1
Harriet the Spy,tt0116493,1996,3,1
Manny &amp; Lo,tt0116985,1996,3,1
Mission: Impossible,tt0117060,1996,1,0
"Cable Guy, The",tt0115798,1996,1,0
Sabrina the Teenage Witch,tt0117534,1996,3,1
Romeo + Juliet,tt0117509,1996,3,1
Kids Return,tt0116767,1996,3,1
August,tt0115591,1996,3,1
"Quest, The",tt0117420,1996,0,0
Fire,tt0116308,1996,3,1
Hellraiser: Bloodline,tt0116514,1996,1,0
Walking and Talking,tt0118113,1996,3,1
Lone Star,tt0116905,1996,2,0
Beautiful Girls,tt0115639,1996,3,1
Twelfth Night or What You Will,tt0117991,1996,3,1
Marvin&#39;s Room,tt0116999,1996,3,1
Stealing Beauty,tt0117737,1996,3,1
Sleepers,tt0117665,1996,1,0
Sonic the Hedgehog: The Movie,tt0237765,1996,0,0
Curdled,tt0115994,1996,3,1
La belle verte,tt0115650,1996,3,1
"Preacher&#39;s Wife, The",tt0117372,1996,3,1
"Birdcage, The",tt0115685,1996,2,0
Scream,tt0117571,1996,3,1
Freeway,tt0116361,1996,3,1
Hard Eight,tt0119256,1996,0,0
DragonHeart,tt0116136,1996,2,0
"Hunchback of Notre Dame, The",tt0116583,1996,1,0
Homeward Bound II: Lost in San Francisco,tt0116552,1996,1,0
Ridicule,tt0117477,1996,1,0
"Rock, The",tt0117500,1996,1,0
Muppet Treasure Island,tt0117110,1996,1,0
Fargo,tt0116282,1996,2,0
Beavis and Butt-Head Do America,tt0115641,1996,1,0
Independence Day,tt0116629,1996,3,1
From Dusk Till Dawn,tt0116367,1996,1,0
"Fan, The",tt0116277,1996,1,0
Emma,tt0116191,1996,3,1
"Mirror Has Two Faces, The",tt0117057,1996,3,1
Irma Vep,tt0116650,1996,3,1
Crash,tt0115964,1996,3,1
Spy Hard,tt0117723,1996,1,0
Fly Away Home,tt0116329,1996,3,1
Trainspotting,tt0117951,1996,2,0
Star Trek: First Contact,tt0117731,1996,3,1
"Glimmer Man, The",tt0116421,1996,1,0
Swallowtail Butterfly,tt0117797,1996,3,1
Bound,tt0115736,1996,3,1
"First Wives Club, The",tt0116313,1996,3,1
Brassed Off,tt0115744,1996,3,1
Mystery Science Theater 3000: The Movie,tt0117128,1996,1,0
"Daytrippers, The",tt0116041,1996,3,1
Waiting for Guffman,tt0118111,1996,3,1
Jack,tt0116669,1996,2,0
Tenchi Muy&ocirc;! In Love,tt0117876,1996,3,1
Last Man Standing,tt0116830,1996,1,0
Chain Reaction,tt0115857,1996,1,0
Poison Ivy II,tt0114151,1996,3,1
Love and Other Catastrophes,tt0116931,1996,3,1
Beyond Silence (Jenseits der Stille),tt0116692,1996,3,1
Big Night,tt0115678,1996,3,1
Escape from L.A.,tt0116225,1996,1,0
Twister,tt0117998,1996,3,1
Female Perversions,tt0116293,1996,3,1
James and the Giant Peach,tt0116683,1996,3,1
Libertarias,tt0113649,1996,3,1
When the Cat&#39;s Away,tt0115856,1996,3,1
Mother Night,tt0117093,1996,1,0
"Associate, The",tt0115580,1996,3,1
Connie Gomper &amp; the Pack,tt0377683,1996,0,0
Jane Eyre,tt0116684,1996,3,1
Mr. Wrong,tt0117102,1996,3,1
Pusher,tt0117407,1996,0,0
Down Periscope,tt0116130,1996,0,0
"Truth About Cats &amp; Dogs, The",tt0117979,1996,3,1
I Shot Andy Warhol,tt0116594,1996,3,1
Un air de famille,tt0118015,1996,3,1
Va&#39; dove ti porta il cuore,tt0118105,1996,3,1
Jerry Maguire,tt0116695,1996,2,0
"Funeral, The",tt0116378,1996,3,1
Girls Town,tt0116418,1996,3,1
Foxfire,tt0116353,1996,3,1
Beautiful Thing,tt0115640,1996,3,1
"God of Cookery, The",tt0116426,1996,1,0
Secrets &amp; Lies,tt0117589,1996,3,1
Set It Off,tt0117603,1996,3,1
Striptease,tt0117765,1996,3,1
"Spitfire Grill, The",tt0117718,1996,3,1
Broken Arrow,tt0115759,1996,0,0
Space Jam,tt0117705,1996,1,0
Grace of my heart,tt0116442,1996,3,1
"Craft, The",tt0115963,1996,3,1
"Frighteners, The",tt0116365,1996,3,1
Charlot og Charlotte,tt0115133,1996,3,1
101 Dalmatians,tt0115433,1996,3,1
Three Lives and Only One Death,tt0117968,1996,2,0
Eye for an Eye,tt0116260,1996,3,1
Hamlet,tt0116477,1996,1,0
That Thing You Do!,tt0117887,1996,3,1
Kingpin,tt0116778,1996,1,0
Basquiat,tt0115632,1996,2,0
"Crucible, The",tt0115988,1996,3,1
Eraser,tt0116213,1996,3,1
Entertaining Angels: The Dorothy Day Story,tt0116212,1996,3,1
Evita,tt0116250,1996,3,1
Primal Fear,tt0117381,1996,1,0
"A Jin de gushi / Ah Kam, the Stunt woman",tt0115485,1996,1,0
Tremors II: Aftershocks,tt0114720,1996,0,0
Michael,tt0117038,1996,3,1
My Life in Pink ( Ma Vie En Rose ),tt0119590,1997,3,1
Vegas Vacation,tt0120434,1997,3,1
Event Horizon,tt0119081,1997,3,1
Orgazmo,tt0124819,1997,1,0
I Know What You Did Last Summer,tt0119345,1997,3,1
For Richer or Poorer,tt0119142,1997,3,1
Spice World,tt0120185,1997,3,1
Titanic,tt0120338,1997,3,1
Fever Pitch,tt0119114,1997,3,1
Austin Powers: International Man of Mystery,tt0118655,1997,2,0
"Peacemaker, The",tt0119874,1997,3,1
Flubber,tt0119137,1997,2,0
Cube,tt0123755,1997,3,1
Good Burger,tt0119215,1997,1,0
Men in Black,tt0119654,1997,1,0
Picture Perfect,tt0119896,1997,3,1
"Devil&#39;s Advocate, The",tt0118971,1997,3,1
Wild America,tt0120512,1997,2,0
Smilla&#39;s Sense of Snow,tt0120152,1997,3,1
Con Air,tt0118880,1997,2,0
Career Girls,tt0118818,1997,1,0
Cure,tt0123948,1997,1,0
Soul Food,tt0120169,1997,3,1
Volcano,tt0120461,1997,3,1
Kiss the Girls,tt0119468,1997,2,0
Batman &amp; Robin,tt0118688,1997,2,0
Snow White: A Tale of Terror,tt0119227,1997,3,1
Jungle 2 Jungle,tt0119432,1997,2,0
"Winter Guest, The",tt0120521,1997,3,1
Hercules,tt0119282,1997,3,1
Paradise Road,tt0119859,1997,3,1
George of the Jungle,tt0119190,1997,3,1
Fierce Creatures,tt0119115,1997,1,0
Neon Genesis Evangelion: The End of Evangelion,tt0169858,1997,3,1
Liar Liar,tt0119528,1997,1,0
Knockin&#39; on Heaven&#39;s Door,tt0119472,1997,1,0
Murder at 1600,tt0119731,1997,1,0
Clockwatchers,tt0118866,1997,3,1
G.I. Jane,tt0119173,1997,3,1
In the Company of Men,tt0119361,1997,1,0
Contact,tt0118884,1997,3,1
"Well, The",tt0120493,1997,3,1
Lost Highway,tt0116922,1997,1,0
Mrs Dalloway,tt0119723,1997,3,1
Boogie Nights,tt0118749,1997,3,1
A Life Less Ordinary,tt0119535,1997,2,0
"Full Monty, The",tt0119164,1997,2,0
Clover,tt0124317,1997,3,1
Seven Years in Tibet,tt0120102,1997,1,0
"Night Flier, The",tt0119784,1997,3,1
Carne tr&eacute;mula [Live Flesh],tt0118819,1997,2,0
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,tt0119918,1997,0,0
"Sticky Fingers of Time, The",tt0127302,1997,3,1
Good Will Hunting,tt0119217,1997,0,0
Face/Off,tt0119094,1997,1,0
Chasing Amy,tt0118842,1997,3,1
"Wrong Guy, The",tt0120536,1997,1,0
Scream 2,tt0120082,1997,3,1
Conspiracy Theory,tt0118883,1997,2,0
Mononoke-hime,tt0119698,1997,3,1
Selena,tt0120094,1997,3,1
Le Acrobate,tt0118550,1997,3,1
Wilde,tt0120514,1997,3,1
A Simple Wish,tt0120133,1997,3,1
"Lost World: Jurassic Park, The",tt0119567,1997,3,1
Chun gwong cha sit (Happy Together),tt0118845,1997,0,0
Romy and Michelle&#39;s High School Reunion,tt0120032,1997,3,1
Jackie Brown,tt0119396,1997,3,1
Ayneh,tt0117056,1997,3,1
Dante's Peak,tt0118928,1997,3,1
"Inheritance, The",tt0119369,1997,3,1
Free Willy 3: The Rescue,tt0119152,1997,1,0
Gattaca,tt0119177,1997,1,0
Starship Troopers,tt0120201,1997,3,1
Funny Games,tt0119167,1997,3,1
My Best Friend&#39;s Wedding,tt0119738,1997,2,0
Spawn,tt0120177,1997,3,1
Anastasia,tt0118617,1997,3,1
Cats Don&#39;t Dance,tt0118829,1997,3,1
Tower of Terror,tt0131620,1997,3,1
Fireworks,tt0119250,1997,1,0
Donnie Brasco,tt0119008,1997,1,0
An American Werewolf in Paris,tt0118604,1997,1,0
"Odyssey, The",tt0118414,1997,2,0
Hardboiled Egg,tt0122648,1997,2,0
"House of Yes, The",tt0119324,1997,3,1
"Postman, The",tt0119925,1997,1,0
Grosse Pointe Blank,tt0119229,1997,3,1
La principessa e il povero,tt0178844,1997,3,1
Alien: Resurrection,tt0118583,1997,3,1
Eve&#39;s Bayou,tt0119080,1997,3,1
Air Force One,tt0118571,1997,1,0
Actrius,tt0115462,1997,3,1
Taste of Cherry,tt0120265,1997,0,0
"Fifth Element, The",tt0119116,1997,1,0
"Castle, The",tt0118826,1997,3,1
Air Bud,tt0118570,1997,1,0
Ayneh,tt0117056,1997,3,1
"Game, The",tt0119174,1997,1,0
Mortal Kombat: Annihilation,tt0119707,1997,3,1
L.A. Confidential,tt0119488,1997,1,0
Turbo: A Power Rangers Movie,tt0120389,1997,3,1
Cinderella,tt0128996,1997,3,1
As Good as It Gets,tt0119822,1997,3,1
I Think I Do,tt0125209,1997,3,1
La vita &egrave; bella,tt0118799,1997,0,0
Open Your Eyes,tt0125659,1997,1,0
Sliding Doors,tt0120148,1998,3,1
Strike!,tt0120692,1998,3,1
"Storm Riders, The",tt0165499,1998,1,0
Urban Legend,tt0146336,1998,3,1
Ring (Ringu),tt0178868,1998,3,1
Primary Colors,tt0119942,1998,3,1
Lost in Space,tt0120738,1998,3,1
"Opposite of Sex, The",tt0120777,1998,3,1
"Last Days of Disco, The",tt0120728,1998,3,1
"Negotiator, The",tt0120768,1998,1,0
Gia,tt0123865,1998,3,1
Run Lola Run,tt0130827,1998,1,0
American History X,tt0120586,1998,2,0
Hurlyburly,tt0119336,1998,1,0
Out of Sight,tt0120780,1998,2,0
Stepmom,tt0120686,1998,3,1
"Big Lebowski, The",tt0118715,1998,1,0
Rasen,tt0134928,1998,1,0
Dancing at Lughnasa,tt0120643,1998,3,1
"Dinner Game, The",tt0119038,1998,1,0
Safe Men,tt0120813,1998,0,0
Disturbing Behavior,tt0134619,1998,1,0
Scooby-Doo on Zombie Island,tt0166792,1998,3,1
Snake Eyes,tt0120832,1998,1,0
Tango,tt0120274,1998,1,0
Lick the Star,tt0197626,1998,3,1
Madeline,tt0123987,1998,3,1
A Perfect Murder,tt0120787,1998,3,1
Celebrity,tt0120533,1998,3,1
Antz,tt0120587,1998,3,1
Batman &amp; Mr. Freeze: SubZero,tt0143127,1998,2,0
Last Night,tt0156729,1998,1,0
Show Me Love,tt0150662,1998,3,1
Smoke Signals,tt0120321,1998,3,1
"X Files, The",tt0120902,1998,3,1
Get Real,tt0162973,1998,2,0
Patch Adams,tt0129290,1998,3,1
"Mask of Zorro, The",tt0120746,1998,1,0
"Prince of Egypt, The",tt0120794,1998,3,1
Buffalo &#39;66,tt0118789,1998,1,0
Wand&acirc;furu raifu,tt0165078,1998,3,1
Rushmore,tt0128445,1998,3,1
Blade,tt0120611,1998,1,0
Armageddon,tt0120591,1998,1,0
Small Soldiers,tt0122718,1998,1,0
You&#39;ve Got Mail,tt0128853,1998,3,1
A Bug&#39;s Life,tt0120623,1998,3,1
Beloved,tt0120603,1998,3,1
Dark Harbor,tt0129023,1998,1,0
"Man in the Iron Mask, The",tt0120744,1998,1,0
"Black Cat, White Cat",tt0118843,1998,3,1
Apt Pupil,tt0118636,1998,1,0
Godzilla,tt0120685,1998,3,1
Central Station,tt0140888,1998,3,1
There&#39;s Something About Mary,tt0129387,1998,3,1
Practical Magic,tt0120791,1998,3,1
Velvet Goldmine,tt0120879,1998,2,0
"Faculty, The",tt0133751,1998,3,1
Mulan,tt0120762,1998,3,1
Perfect Blue,tt0156887,1998,3,1
"Truman Show, The",tt0120382,1998,1,0
Mercury Rising,tt0120749,1998,1,0
Moby Dick,tt0120756,1998,0,0
"Red Violin, The",tt0120802,1998,3,1
Little Voice,tt0147004,1998,3,1
"Lock, Stock and Two Smoking Barrels",tt0120735,1998,1,0
Enemy of the State,tt0120660,1998,1,0
Vampires (John Carpenter&#39;s),tt0120877,1998,0,0
Can&#39;t Hardly Wait,tt0127723,1998,1,0
My Name Is Joe,tt0151691,1998,3,1
"Thin Red Line, The",tt0120863,1998,1,0
"Proposition, The",tt0120108,1998,2,0
Following,tt0154506,1998,0,0
City of Angels,tt0120632,1998,3,1
BASEketball,tt0131857,1998,1,0
Rush Hour,tt0120812,1998,3,1
Six Days Seven Nights,tt0120828,1998,1,0
Elizabeth,tt0127536,1998,3,1
Saving Private Ryan,tt0120815,1998,0,0
"Parent Trap, The",tt0120783,1998,3,1
Festen (The Celebration),tt0154420,1998,3,1
"Idiots, The",tt0154421,1998,3,1
Dark City,tt0118929,1998,1,0
Phantoms,tt0119891,1998,3,1
Species II,tt0120841,1998,3,1
Deep Impact,tt0120647,1998,3,1
SLC Punk!,tt0133189,1998,1,0
Glasblasarns barn,tt0119204,1998,3,1
Slums of Beverly Hills,tt0120831,1998,3,1
Hope Floats,tt0119313,1998,3,1
Hideous Kinky,tt0136244,1998,3,1
"Dreamlife of Angels, The",tt0120449,1998,3,1
Lethal Weapon 4,tt0122151,1998,1,0
Barrio,tt0146468,1998,3,1
Kirikou and the Sorceress,tt0181627,1998,2,0
"Rugrats Movie, The",tt0134067,1998,3,1
Vildspor,tt0142964,1998,1,0
Great Expectations,tt0119223,1998,1,0
I Still Know What You Did Last Summer,tt0130018,1998,3,1
"Waterboy, The",tt0120484,1998,2,0
Kuch Kuch Hota Hai,tt0172684,1998,3,1
2 seconds,tt0158446,1998,3,1
Tomorrow Night,tt0140627,1998,2,0
Ronin,tt0122690,1998,1,0
Happiness,tt0147612,1998,3,1
Love &amp; Pop,tt0168972,1998,3,1
Bride of Chucky,tt0144120,1998,1,0
54,tt0120577,1998,1,0
Rounders,tt0128442,1998,1,0
Pi,tt0138704,1998,2,0
Star Trek: Insurrection,tt0120844,1998,3,1
Halloween H20: 20 Years Later,tt0120694,1998,3,1
Pleasantville,tt0120789,1998,3,1
Your Friends and Neighbors,tt0119517,1998,3,1
Wild Things,tt0120890,1998,3,1
High Art,tt0139362,1998,3,1
Sphere,tt0120184,1998,1,0
"Secret of NIMH 2: Timmy to the Rescue, The",tt0171725,1998,1,0
"Lion King 2: Simba&#39;s Pride, The",tt0120131,1998,3,1
"Avengers, The",tt0118661,1998,3,1
Future Sport,tt0158409,1998,1,0
Fear and Loathing in Las Vegas,tt0120669,1998,1,0
Trance (The Eternal),tt0158011,1998,3,1
Shakespeare in Love,tt0138097,1998,3,1
Yeogo goedam,tt0241073,1998,3,1
Quest for Camelot,tt0120800,1998,3,1
"Wedding Singer, The",tt0120888,1998,3,1
Ever After,tt0120631,1998,3,1
Pecker,tt0126604,1998,3,1
Meet Joe Black,tt0119643,1998,1,0
Thursday,tt0124901,1998,1,0
Black and White,tt0165643,1999,3,1
Not One Less (Yi ge dou bu neng shao),tt0209189,1999,3,1
Notting Hill,tt0125439,1999,3,1
Mystery Men,tt0132347,1999,1,0
Star Wars: Episode I - The Phantom Menace,tt0120915,1999,3,1
Ring 2 (Ringu 2),tt0218553,1999,3,1
Carrie 2: The Rage,tt0144814,1999,3,1
Wild Wild West,tt0120891,1999,2,0
"Mummy, The",tt0120616,1999,1,0
American Beauty,tt0169547,1999,3,1
"Magical Legend of the Leprechauns, The",tt0205214,1999,3,1
Toy Story 2,tt0120363,1999,1,0
Things You Can Tell Just by Looking at Her,tt0210358,1999,3,1
"4th Floor, The",tt0167752,1999,3,1
Dogma,tt0120655,1999,3,1
"Other Sister, The",tt0123209,1999,3,1
Wing Commander,tt0131646,1999,2,0
Virus,tt0120458,1999,3,1
Redball,tt0163178,1999,3,1
8MM,tt0134273,1999,1,0
eXistenZ,tt0120907,1999,1,0
Blue Streak,tt0181316,1999,1,0
"13th Warrior, The",tt0120657,1999,1,0
Being John Malkovich,tt0120601,1999,3,1
"Haunting, The",tt0171363,1999,3,1
Ghost Dog: The Way of the Samurai,tt0165798,1999,1,0
200 Cigarettes,tt0137338,1999,3,1
Aimee &amp; Jaguar,tt0130444,1999,3,1
Tomie,tt0240119,1999,3,1
Mansfield Park,tt0178737,1999,3,1
Tea with Mussolini,tt0120857,1999,3,1
"Thomas Crown Affair, The",tt0155267,1999,1,0
Terror Firmer,tt0169299,1999,3,1
"Ninth Gate, The",tt0142688,1999,1,0
Deuce Bigalow: Male Gigolo,tt0205000,1999,3,1
Analyze This,tt0122933,1999,1,0
"Talented Mr. Ripley, The",tt0134119,1999,3,1
"Girl, Interrupted",tt0172493,1999,3,1
Blast from the Past,tt0124298,1999,3,1
"Virgin Suicides, The",tt0159097,1999,3,1
New Waterford Girl,tt0213121,1999,3,1
Jawbreaker,tt0155776,1999,3,1
Anna and the King,tt0166485,1999,3,1
"Sixth Sense, The",tt0167404,1999,3,1
