title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
Purple Rain,tt0087957,1984,P,USA,0,Warner Home Video,R,Drama,0,2,M,6.5
Los santos inocentes,tt0088040,1984,P,Spain,0,Televisión Española,PG,Drama,0,3,M,8.2
"Silent Night, Deadly Night",tt0088117,1984,P,USA,1,TriStar Pictures,R,Horror,0,2,M,5.9
Angel,tt0086896,1984,P,USA,2,New World Video,R,Action,0,2,M,5.6
"Trip To Bountiful, The",tt0090203,1985,P,USA,2,Nelson Entertainment,PG,Drama,0,0,M,7.6
Legend,tt0089469,1985,P,USA,1,Universal Pictures,PG,Adventure,0,1,M,6.5
Enemy Mine,tt0089092,1985,F,USA,0,20th Century Fox,PG-13,Action,0,1,M,6.9
Girls Just Want to Have Fun,tt0089208,1985,P,USA,1,New World Video,PG,Comedy,1,0,M,6.0
Red Sonja,tt0089893,1985,P,USA,1,MGM/UA,PG-13,Action,0,2,M,5.0
Better Off Dead,tt0088794,1985,P,USA,0,CBS Entertainment Production,PG,Comedy,0,0,M,7.2
A Chorus Line,tt0088915,1985,P,USA,0,Columbia Pictures,PG-13,Drama,0,3,M,6.1
"Goonies, The",tt0089218,1985,P,USA,0,Amblin Entertainment,PG,Adventure,0,2,M,7.8
"Black Cauldron, The",tt0088814,1985,P,USA,0,Walt Disney Productions,PG,Animation,1,10,M,6.5
Anne of Green Gables,tt0088727,1985,P,Canada,3,,TV-G,Drama,0,0,M,8.4
Night on the Galactic Railroad,tt0089206,1985,F,Japan,0,N/A,N/A,Animation,0,0,M,7.2
Dreamchild,tt0089052,1985,P,UK,1,HBO Video,PG,Biography,0,1,M,7.0
Esperando la carroza,tt0089108,1985,P,Argentina,1,N/A,N/A,Comedy,0,1,M,8.3
"Quiet Earth, The",tt0089869,1985,F,New Zealand,0,Anchor Bay Entertainment,R,Drama,0,3,M,6.8
"Color Purple, The",tt0088939,1985,P,USA,3,Warner Home Video,PG-13,Drama,1,0,M,7.8
Huang tudi (Yellow Earth),tt0087433,1985,F,China,0,N/A,N/A,Drama,0,0,M,7.3
Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),tt0088748,1985,F,France,2,N/A,NOT RATED,Animation,0,2,M,6.8
Dim Sum: A Little Bit of Heart,tt0087150,1985,P,USA,3,Orion Classics,PG,Comedy,0,0,M,6.6
A Room with a View,tt0091867,1985,P,UK,0,Cinecom Pictures,NOT RATED,Drama,1,0,M,7.4
Weird Science,tt0090305,1985,P,USA,2,Universal Pictures,PG-13,Comedy,0,1,M,6.6
Brazil,tt0088846,1985,P,UK,0,Universal Pictures,R,Drama,0,2,M,8.0
"Care Bears Movie, The",tt0088885,1985,P,Canada,0,MGM Home Entertainment,G,Animation,0,1,M,5.6
Day of the Dead,tt0088993,1985,F,USA,0,United Film Distribution Compa,NOT RATED,Horror,0,1,M,7.2
Witness,tt0090329,1985,P,USA,0,Paramount Pictures,R,Crime,1,2,M,7.4
Sans toi ni loi (Vagabond),tt0089960,1985,P,France,2,Pacific Arts Video,NOT RATED,Drama,0,0,M,7.8
Flesh+Blood,tt0089153,1985,P,Netherlands,2,MGM,R,Adventure,0,1,M,6.7
Angel&#39;s Egg,tt0208502,1985,F,Japan,1,N/A,N/A,Animation,0,0,M,7.7
A Nightmare on Elm Street 2: Freddy&#39;s Revenge,tt0089686,1985,P,USA,0,Media Home Entertainment,R,Horror,0,1,M,5.4
Clue,tt0088930,1985,P,USA,0,Paramount Pictures,PG,Comedy,0,3,M,7.3
"Sure Thing, The",tt0090103,1985,P,USA,1,Embassy,PG-13,Comedy,0,2,M,7.0
Re-Animator,tt0089885,1985,F,USA,0,Empire Pictures,UNRATED,Comedy,0,2,M,7.2
Fandango,tt0089126,1985,F,USA,0,Warner Home Video,PG,Comedy,0,1,M,6.7
Purple Rose of Cairo,tt0089853,1985,P,USA,0,Orion Pictures Corporation,PG,Comedy,0,0,M,7.7
"Legend of Billie Jean, The",tt0089470,1985,P,USA,2,TriStar Pictures,PG-13,Action,0,2,M,6.6
"Official Story, The",tt0089276,1985,P,Argentina,3,Koch Lorber Films,NOT RATED,Drama,0,1,M,7.8
Rambo: First Blood Part II,tt0089880,1985,F,USA,0,TriStar Pictures,R,Action,0,3,M,6.4
Come and See,tt0091251,1985,F,Soviet Union,0,Kino International,NOT RATED,Drama,0,0,M,8.2
Just One of the Guys,tt0089393,1985,P,USA,2,Sony Pictures Home Entertainment,PG-13,Comedy,0,2,F,6.5
Return to Oz,tt0089908,1985,P,UK,1,Walt Disney Studios,PG,Adventure,0,1,M,6.8
Desert Hearts,tt0089015,1985,P,USA,2,The Samuel Goldwyn Company,R,Drama,2,0,F,7.0
Otac na sluzbenom putu,tt0089748,1985,P,Yugoslavia,0,N/A,R,Drama,0,0,M,7.9
Wetherby,tt0090310,1985,P,UK,0,Palace Video,R,Drama,0,1,M,7.1
Friday the 13th: A New Beginning,tt0089173,1985,P,USA,0,Paramount Pictures,R,Horror,0,5,M,4.8
Sweet Dreams,tt0090110,1985,P,USA,1,HBO Video,PG-13,Biography,0,1,M,7.1
Phenomena,tt0087909,1985,P,Italy,2,Media Home Entertainment,R,Horror,0,4,M,6.9
Ladyhawke,tt0089457,1985,F,USA,0,20th Century Fox,PG-13,Adventure,0,3,M,7.0
"Breakfast Club, The",tt0088847,1985,P,USA,0,Universal Pictures,R,Comedy,0,1,M,7.9
Barbarian Queen,tt0088771,1985,P,USA,1,Concorde Pictures,R,Adventure,0,1,M,3.9
Desperately Seeking Susan,tt0089017,1985,P,USA,1,MGM Home Entertainment,PG-13,Comedy,0,0,F,5.9
Agnes of God,tt0088683,1985,P,USA,2,Sony Pictures Home Entertainment,PG-13,Drama,0,2,M,6.6
Out of Africa,tt0089755,1985,P,USA,0,Universal Pictures,PG,Biography,2,0,F,7.2
Labyrinth,tt0091369,1986,P,UK,3,Sony Pictures Home Entertainment,PG,Adventure,0,2,M,7.4
Crocodile Dundee,tt0090555,1986,P,Australia,0,Paramount Pictures,PG-13,Adventure,0,3,M,6.5
Ferris Bueller&#39;s Day Off,tt0091042,1986,P,USA,0,Paramount Pictures,PG-13,Comedy,0,1,M,7.8
"Parent Trap II, The",tt0091721,1986,P,USA,0,Walt Disney Television,NOT RATED,Family,0,0,M,6.3
"Transformers: The Movie, The",tt0092106,1986,F,USA,0,De Laurentiis Entertainment Gr,PG,Animation,0,0,M,7.3
"Mission, The",tt0091530,1986,F,UK,0,Warner Home Video,PG,Adventure,0,1,M,7.5
Matador,tt0091495,1986,P,Spain,0,Cinevista/World Artists,NC-17,Drama,0,2,M,7.0
Aliens,tt0090605,1986,P,USA,0,20th Century Fox Film Corporat,R,Action,0,5,M,8.4
Peggy Sue Got Married,tt0091738,1986,P,USA,4,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,1,M,6.3
Howard The Duck,tt0091225,1986,P,USA,0,Universal Pictures,PG,Action,1,1,M,4.6
"&#39;night, Mother",tt0090556,1986,P,USA,2,Universal Pictures,PG-13,Drama,0,0,M,7.6
Kin-Dza-Dza,tt0091341,1986,F,Soviet Union,0,N/A,N/A,Comedy,0,0,M,8.2
Pretty in Pink,tt0091790,1986,P,USA,2,Paramount Pictures,PG-13,Comedy,0,1,M,6.8
An American Tail,tt0090633,1986,P,USA,0,Universal Pictures,G,Animation,0,3,M,6.9
Tenk&ucirc; no shiro Rapyuta,tt0092067,1986,P,Japan,1,Tokuma Shoten,PG,Animation,0,0,M,8.1
Project A-ko,tt0091794,1986,P,Japan,1,N/A,UNRATED,Animation,0,0,M,7.1
SpaceCamp,tt0091993,1986,P,USA,0,Vestron Video,PG,Adventure,1,3,M,5.6
When the Wind Blows,tt0090315,1986,F,UK,0,Kings Road Entertainment,N/A,Animation,0,2,M,7.8
Flight of the Navigator,tt0091059,1986,P,USA,0,Walt Disney Productions,PG,Adventure,0,2,M,6.9
Chopping Mall,tt0090837,1986,P,USA,0,Concorde Pictures,R,Comedy,0,1,M,5.6
Rosa Luxemburg,tt0091869,1986,P,Czechoslovakia,0,N/A,N/A,Biography,0,0,M,7.0
Children of a Lesser God,tt0090830,1986,P,USA,1,Paramount Pictures,R,Drama,0,2,M,7.2
"Fugitives, The",tt0091093,1986,F,France,0,N/A,N/A,Comedy,0,1,M,7.1
From Beyond,tt0091083,1986,P,USA,0,Vestron Video,R,Horror,0,3,M,6.7
Hannah and Her Sisters,tt0091167,1986,P,USA,3,Orion Pictures,PG-13,Comedy,0,0,M,7.9
Platoon,tt0091763,1986,F,USA,0,Orion Pictures,R,Drama,0,1,M,8.1
Big Trouble in Little China,tt0090728,1986,P,USA,0,Twentieth Century Fox,PG-13,Action,0,2,M,7.3
Jumpin&#39; Jack Flash,tt0091306,1986,P,USA,1,Twentieth Century Fox Home Entertainment,R,Comedy,1,4,M,5.8
Star Trek IV:  The Voyage Home,tt0092007,1986,P,USA,0,Paramount Pictures,PG,Adventure,0,4,M,7.3
Pirates,tt0091757,1986,F,France,0,Cannon Film Distributors,PG-13,Adventure,0,2,M,6.1
Asterix in Britain (Asterix chez les Bretons),tt0090667,1986,F,France,0,Gaumont International,NOT RATED,Animation,0,2,M,7.1
Ruthless People,tt0091877,1986,P,USA,1,Buena Vista Pictures,R,Comedy,0,1,M,6.9
Short Circuit,tt0091949,1986,P,USA,0,Twentieth Century Fox Home Entertainment,PG,Comedy,0,1,M,6.6
Hour of the Star,tt0089297,1986,P,Brazil,6,N/A,NOT RATED,Drama,0,1,M,7.4
Stand By Me,tt0092005,1986,F,USA,0,MCA Universal Home Video,R,Adventure,0,2,M,8.1
Highlander,tt0091203,1986,P,UK,0,20th Century Fox,R,Action,0,4,M,7.2
"Clan of the Cave Bear, The",tt0090848,1986,P,USA,1,Warner Bros. Pictures,R,Adventure,0,2,M,5.4
Peking Opera Blues,tt0090952,1986,P,Hong Kong,0,Gordons Films,TV-14,Comedy,0,1,M,7.4
April Fool&#39;s Day,tt0090655,1986,P,USA,0,N/A,R,Horror,0,0,M,6.2
"Name Of The Rose, The",tt0091605,1986,F,Italy,0,Nelson Entertainment,R,Crime,0,2,M,7.8
Il caso Moro,tt0090805,1986,F,Italy,0,N/A,N/A,Crime,0,3,M,7.2
Moonstruck,tt0093565,1987,P,USA,2,MGM Home Entertainment,PG,Comedy,0,1,M,7.1
Swimming to Cambodia,tt0094089,1987,F,USA,0,Cinecom Pictures,R,Comedy,0,0,M,7.7
Nice Girls Don&#39;t Explode,tt0093617,1987,P,USA,2,New World Video,PG,Comedy,0,1,M,5.7
Raising Arizona,tt0093822,1987,P,USA,0,20th Century Fox,PG-13,Comedy,0,2,M,7.4
I&#39;ve Heard the Mermaids Singing,tt0093239,1987,P,Canada,1,New Line Home Entertainment,R,Comedy,1,0,F,6.9
Babette&#39;s Feast,tt0092603,1987,P,Denmark,0,MGM Home Entertainment,G,Drama,1,1,M,7.8
Wings of Desire,tt0093191,1987,F,West Germany,0,Criterion Collection,PG-13,Drama,0,1,M,8.1
House II: The Second Story,tt0093220,1987,P,USA,0,New World,PG-13,Comedy,0,1,M,5.4
September,tt0093940,1987,P,USA,0,Orion Home Video,PG,Drama,0,0,M,6.7
La ley del deseo,tt0093412,1987,P,Spain,0,Cinevista,NC-17,Comedy,0,2,M,7.2
Bad Taste,tt0092610,1987,F,New Zealand,0,WingNut Films,NOT RATED,Comedy,0,2,M,6.7
House of Games,tt0093223,1987,P,USA,0,HBO Video,R,Crime,0,3,M,7.3
Dragnet,tt0092925,1987,P,USA,0,MCA Universal Home Video,PG-13,Comedy,0,1,M,5.9
Evil Dead II,tt0092991,1987,P,USA,0,Rosebud Communications Releasing,R,Comedy,0,2,M,7.8
"Wonderful Wizard of Oz, The",tt0098675,1987,P,Canada,2,Lightyear Entertainment,N/A,Animation,0,0,M,7.7
"Whales Of August, The",tt0094315,1987,P,USA,0,Nelson Entertainment,NOT RATED,Drama,0,2,F,7.5
Baby Boom,tt0092605,1987,P,USA,1,MGM Home Entertainment,PG,Comedy,1,1,M,6.2
Fatal Attraction,tt0093010,1987,P,USA,0,Paramount Pictures,R,Drama,0,2,M,6.9
Light of Day,tt0093415,1987,P,USA,0,TAFT Entertainment Pictures,PG-13,Drama,0,1,M,5.5
"Witches of Eastwick, The",tt0094332,1987,P,USA,1,Warner Home Video,R,Comedy,0,2,M,6.5
Overboard,tt0093693,1987,P,USA,4,MGM,PG,Comedy,1,0,M,6.8
Predator,tt0093773,1987,F,USA,0,20th Century Fox,R,Action,0,1,M,7.8
Black Widow,tt0090738,1987,P,USA,1,Twentieth Century Fox Home Entertainment,R,Crime,0,1,M,6.3
Hansel and Gretel,tt0093144,1987,P,USA,0,Cannon Home Video,NOT RATED,Family,1,1,M,7.0
Broadcast News,tt0092699,1987,P,USA,0,Twentieth Century Fox Home Entertainment,R,Comedy,0,1,M,7.2
Hope and Glory,tt0093209,1987,P,UK,0,Nelson Entertainment,PG-13,Comedy,0,1,M,7.4
Outrageous Fortune,tt0093690,1987,P,USA,1,Touchstone Pictures,R,Comedy,1,0,M,6.1
Ngati,tt0093615,1987,P,New Zealand,0,Pacific Film,N/A,Drama,0,0,M,7.5
A Nightmare on Elm Street 3: Dream Warriors,tt0093629,1987,P,USA,0,Media Home Entertainment,R,Action,0,3,M,6.6
Full Metal Jacket,tt0093058,1987,F,UK,0,Warner Bros.,R,Drama,0,2,M,8.3
Spaceballs,tt0094012,1987,P,USA,0,MGM,PG,Adventure,0,1,M,7.1
Bagdad Cafe,tt0095801,1987,P,West Germany,1,Virgin Vision,PG,Comedy,0,1,M,7.5
Housekeeping,tt0093225,1987,P,USA,1,Columbia Pictures Corporation,PG,Comedy,0,0,M,7.3
High Tide,tt0095305,1987,P,Australia,4,New Line Home Entertainment,PG-13,Drama,1,0,F,7.2
Creepshow 2,tt0092796,1987,P,USA,0,New World Video,R,Comedy,0,2,M,6.1
El bosque animado,tt0092693,1987,P,Spain,0,N/A,N/A,Comedy,0,1,M,7.5
Superman IV: The Quest for Peace,tt0094074,1987,P,UK,0,Warner Home Video,PG,Action,0,7,F,3.7
Dirty Dancing,tt0092890,1987,P,USA,1,Vestron Pictures,PG-13,Drama,1,0,M,6.9
Hellraiser,tt0093177,1987,P,UK,2,New World Video,R,Horror,0,0,M,7.0
Prince of Darkness,tt0093777,1987,P,USA,0,MCA Universal Home Video,R,Horror,0,1,M,6.7
"Last Emperor, The",tt0093389,1987,P,UK,0,Columbia Pictures,PG-13,Biography,0,2,M,7.8
Barbie and the Rockers: Out of This World,tt0313254,1987,P,USA,1,N/A,N/A,Animation,1,0,M,6.5
Around the World in Eighty Ways,tt0092581,1987,P,Australia,0,N/A,R,Comedy,0,2,M,6.2
84 Charing Cross Road,tt0090570,1987,P,UK,0,Sony Pictures Home Entertainment,PG,Biography,0,2,M,7.5
"Chipmunk Adventure, The",tt0092752,1987,P,USA,0,Lorimar Home Video,G,Animation,0,1,M,7.2
Hard Ticket to Hawaii,tt0093146,1987,P,USA,0,Malibu Bay Films,R,Action,0,1,M,4.6
Adventures in Babysitting,tt0092513,1987,P,USA,2,Touchstone Pictures,PG-13,Adventure,0,1,M,6.9
Waiting for the Moon,tt0094286,1987,P,UK,0,,PG,Comedy,0,2,M,6.5
Jaws: The Revenge,tt0093300,1987,P,USA,1,Universal Pictures,PG-13,Adventure,0,2,M,2.9
Scrooged,tt0096061,1988,P,USA,0,Paramount Pictures,PG-13,Comedy,0,2,M,7.0
Hairspray,tt0095270,1988,P,USA,0,New Line Home Entertainment,PG,Comedy,0,1,M,7.0
Willow,tt0096446,1988,P,USA,0,MGM Home Entertainment,PG,Action,0,1,M,7.3
"Land Before Time, The",tt0095489,1988,P,USA,0,MCA Universal Home Video,G,Animation,0,1,M,7.4
Sticky Fingers,tt0096176,1988,P,USA,0,Media Home Entertainment,PG-13,Comedy,1,0,M,5.0
Critters 2,tt0094919,1988,P,USA,0,Sony Pictures Home Entertainment,PG-13,Comedy,0,1,M,5.4
Pumpkinhead,tt0095925,1988,P,USA,0,United Artists,R,Fantasy,0,4,M,6.2
Wong gok ka moon,tt0096461,1988,F,Hong Kong,0,In-Gear Film,NOT RATED,Crime,0,1,M,7.1
Coming to America,tt0094898,1988,P,USA,2,Paramount Pictures,R,Comedy,0,2,M,7.0
Crossing Delancey,tt0094921,1988,P,USA,1,Warner Home Video,PG,Comedy,2,0,M,6.9
Two Moon Junction,tt0096324,1988,P,USA,1,Sony Pictures Home Entertainment,R,Drama,0,0,M,5.0
Married to the Mob,tt0095593,1988,P,USA,4,Orion Home Video,R,Comedy,0,1,M,6.1
Working Girl,tt0096463,1988,P,USA,4,20th Century Fox,R,Comedy,0,1,M,6.8
"Accused, The",tt0094608,1988,P,USA,1,Paramount Pictures,R,Drama,0,0,M,7.1
Appleseed,tt0094668,1988,P,Japan,1,N/A,NOT RATED,Animation,0,0,M,6.4
My Stepmother Is an Alien,tt0095687,1988,P,USA,1,Sony Pictures Home Entertainment,PG-13,Comedy,0,2,M,5.3
Killer Klowns from Outer Space,tt0095444,1988,F,USA,0,MGM,PG-13,Comedy,0,2,M,6.1
Maniac Cop,tt0095583,1988,P,USA,0,Trans World Entertainment,R,Action,0,1,M,6.0
Gakk&ocirc; no kaidan G,tt0330312,1988,F,Japan,0,N/A,N/A,Horror,0,0,M,7.5
Hell Comes to Frogtown,tt0093171,1988,P,USA,1,New World Pictures,R,Action,0,3,M,5.5
"Distant Voices, Still Lives",tt0095037,1988,P,UK,0,Film Four International,PG-13,Drama,0,0,M,7.5
Heathers,tt0097493,1988,P,USA,1,New World Video,R,Comedy,0,1,M,7.3
Feds,tt0095145,1988,P,USA,0,Warner Home Video,PG-13,Comedy,0,1,M,5.3
Twins,tt0096320,1988,P,USA,0,Universal Pictures,PG,Comedy,0,3,M,6.0
L&#39;etudiante,tt0096523,1988,P,France,3,N/A,NOT RATED,Comedy,0,0,M,5.6
Die Hard,tt0095016,1988,P,USA,1,20th Century Fox,R,Action,0,2,M,8.2
Tonari no Totoro,tt0096283,1988,P,Japan,1,Tokuma Shoten,G,Animation,0,0,M,8.2
Another Woman,tt0094663,1988,P,USA,2,France 2 Cinéma,PG,Drama,0,0,M,7.4
Satisfaction,tt0096037,1988,P,USA,0,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,1,M,4.8
Beaches,tt0094715,1988,P,USA,0,Disney,PG-13,Comedy,2,0,M,6.9
Big Business,tt0094739,1988,P,USA,0,N/A,PG,Comedy,0,1,M,6.4
A Fish Called Wanda,tt0095159,1988,P,UK,0,MGM,R,Comedy,0,3,M,7.6
Caddyshack II,tt0094824,1988,P,USA,0,Warner Home Video,PG,Comedy,0,4,M,3.7
Women on the Verge of a Nervous Breakdown,tt0095675,1988,P,Spain,2,Orion Classics,R,Comedy,0,1,M,7.6
Beetle Juice,tt0094721,1988,P,USA,1,Warner Bros. Pictures,PG,Comedy,0,4,M,7.5
Poltergeist III,tt0095889,1988,P,USA,2,MGM Home Entertainment,PG-13,Horror,0,2,M,4.6
Child&#39;s Play,tt0094862,1988,P,USA,2,United Artists,R,Horror,0,1,M,6.6
World Gone Wild,tt0096465,1988,P,USA,0,Media Home Entertainment,R,Action,0,1,M,5.2
Dangerous Liaisons,tt0094947,1988,P,USA,2,Warner Home Video,R,Drama,0,2,M,7.6
Scooby-Doo and the Ghoul School,tt0189071,1988,P,USA,0,WARNER BROTHERS PICTURES,NOT RATED,Animation,0,1,M,7.0
Mystic Pizza,tt0095690,1988,P,USA,0,MGM Home Entertainment,R,Comedy,2,2,M,6.2
They Live,tt0096256,1988,F,USA,0,MCA/Universal Pictures,R,Action,0,2,M,7.3
Rock &#39;n&#39; Roll Mom,tt0096001,1988,P,USA,0,,Unrated,Adventure,0,0,M,5.9
Grave of the Fireflies,tt0095327,1988,F,Japan,0,Shinchosha Company,NOT RATED,Animation,0,0,M,8.5
A Nightmare on Elm Street 4: The Dream Master,tt0095742,1988,P,USA,1,Media Home Entertainment,R,Horror,0,3,M,5.7
All Dogs Go to Heaven,tt0096787,1989,P,Ireland,0,MGM Home Entertainment,G,Animation,2,6,M,6.7
Teen Witch,tt0098453,1989,P,USA,1,Media Home Entertainment,PG-13,Comedy,0,0,M,6.2
Oranges Are Not The Only Fruit,tt0098032,1989,P,UK,2,,N/A,Drama,0,0,M,7.7
Back to the Future Part II,tt0096874,1989,P,USA,0,Universal Pictures,PG,Adventure,0,2,M,7.8
"Honey, I Shrunk the Kids",tt0097523,1989,P,USA,1,Disney,PG,Adventure,0,1,M,6.3
"Seventh Continent, The",tt0098327,1989,P,Austria,0,N/A,NOT RATED,Drama,1,1,M,7.8
Godzilla vs. Biollante,tt0097444,1989,P,Japan,0,Toho Company,PG,Action,0,0,M,6.6
Lethal Weapon 2,tt0097733,1989,P,USA,0,Warner Bros. Pictures,R,Action,0,4,M,7.2
Glory,tt0097441,1989,F,USA,0,TriStar,R,Biography,0,4,M,7.9
"Delinquents, The",tt0097182,1989,P,Australia,0,N/A,N/A,Drama,0,1,M,5.6
Shag,tt0098300,1989,P,UK,3,HBO Video,PG,Comedy,0,2,M,6.3
Shirley Valentine,tt0098319,1989,P,UK,4,Paramount Home Video,R,Comedy,0,0,M,7.2
Przesluchanie,tt0084548,1989,P,Poland,5,Circle Films,N/A,Crime,0,0,M,8.1
Chopper Chicks in Zombietown,tt0103959,1989,P,USA,1,Chelsea Partners,R,Comedy,0,0,M,3.8
Crimes and Misdemeanors,tt0097123,1989,P,USA,2,Orion Pictures Corporation,PG-13,Comedy,0,0,M,8.0
Born on the Fourth of July,tt0096969,1989,P,USA,0,Universal Pictures,R,Biography,0,1,M,7.2
Steel Magnolias,tt0098384,1989,P,USA,2,Sony Pictures Home Entertainment,PG,Comedy,0,2,M,7.2
Meet The Feebles,tt0097858,1989,P,New Zealand,0,Dead Alive,NOT RATED,Comedy,0,3,M,6.7
Friday the 13th Part VIII: Jason Takes Manhattan,tt0097388,1989,P,USA,0,Paramount Home Video,R,Adventure,0,1,M,4.6
Loverboy,tt0097790,1989,P,USA,0,Sony Pictures Home Entertainment,PG-13,Comedy,1,0,M,6.0
Millennium,tt0097883,1989,P,USA,2,Live Home Video,PG-13,Drama,0,2,M,5.7
"Little Mermaid, The",tt0097757,1989,P,USA,0,Walt Disney Pictures,G,Animation,0,4,M,7.6
Leviathan,tt0097737,1989,P,USA,0,MGM Home Entertainment,R,Adventure,0,2,M,5.8
Indiana Jones and the Last Crusade,tt0097576,1989,F,USA,0,Paramount Pictures,PG-13,Action,0,4,M,8.3
Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),tt0097814,1989,P,Japan,2,N/A,G,Animation,0,0,M,7.9
"Get Smart, Again!",tt0097423,1989,P,USA,0,Worldvision Home Video,NOT RATED,Comedy,0,3,M,6.4
Wild Orchid,tt0100934,1989,P,USA,0,MGM Home Entertainment,R,Drama,1,0,M,4.6
When Harry Met Sally,tt0098635,1989,P,USA,0,Columbia Pictures,R,Comedy,1,0,M,7.6
Mystery Train,tt0097940,1989,P,USA,0,Orion Home Video,R,Comedy,0,0,M,7.6
"Dream Team, The",tt0097235,1989,F,USA,0,MCA Universal Home Video,PG-13,Comedy,0,2,M,6.5
My Left Foot,tt0097937,1989,P,Ireland,0,HBO Video,R,Biography,0,1,M,7.9
National Lampoon&#39;s Christmas Vacation,tt0097958,1989,P,USA,0,Warner Bros. Pictures,PG-13,Comedy,0,1,M,7.6
Dead Calm,tt0097162,1989,F,Australia,1,Warner Home Video,R,Horror,0,2,M,6.8
Leningrad Cowboys Go America,tt0097728,1989,F,Finland,0,Criterion Collection,PG-13,Comedy,0,0,M,7.0
She-Devil,tt0098309,1989,P,USA,1,20th Century Fox,PG-13,Comedy,0,1,F,5.5
"Abyss, The",tt0096754,1989,P,USA,0,20th Century Fox Film Corporat,PG-13,Adventure,0,1,M,7.6
Troop Beverly Hills,tt0098519,1989,P,USA,5,Weintraub Entertainment Group,PG,Adventure,3,0,M,5.6
Uncle Buck,tt0098554,1989,P,USA,2,MCA Universal Home Video,PG,Comedy,0,1,M,7.0
Henry V,tt0097499,1989,P,UK,0,MGM Home Entertainment,PG-13,Action,0,2,M,7.6
Driving Miss Daisy,tt0097239,1989,P,USA,2,Fathom Events,PG,Drama,0,2,M,7.4
A Nightmare on Elm Street 5: The Dream Child,tt0097981,1989,P,USA,1,New Line Cinema,R,Fantasy,2,2,M,5.1
Ghost,tt0099653,1990,P,USA,0,Paramount Pictures,PG-13,Drama,0,1,M,7.0
Life Is Sweet,tt0100024,1990,P,UK,1,Republic Pictures Home Video,R,Comedy,0,1,M,7.5
Goodfellas,tt0099685,1990,P,USA,1,Warner Bros.,R,Crime,0,3,M,8.7
Air America,tt0099005,1990,F,USA,0,Live Home Video,R,Action,0,3,M,5.8
Lord of the Flies,tt0100054,1990,F,USA,0,Nelson Entertainment,R,Adventure,0,2,M,6.4
Nikita,tt0100263,1990,P,France,0,Samuel Goldwyn Films,R,Action,0,0,M,7.4
An Angel at My Table,tt0099040,1990,P,New Zealand,2,Criterion Collection,R,Biography,2,0,F,7.6
Postcards from the Edge,tt0100395,1990,P,USA,3,Columbia Pictures Corporation,R,Comedy,0,0,M,6.7
"Handmaid&#39;s Tale, The",tt0099731,1990,P,USA,2,HBO Video,R,Drama,1,1,M,6.0
Alice,tt0099012,1990,P,USA,1,"MGM Pictures, Inc.",PG-13,Comedy,0,0,M,6.6
"Godfather: Part III, The",tt0099674,1990,P,USA,0,Paramount Pictures,R,Crime,0,2,M,7.6
Dragon Ball Z: Bardock - The Father of Goku,tt0142245,1990,F,Japan,0,N/A,NOT RATED,Animation,1,0,M,8.0
Paris is Burning,tt0100332,1990,P,USA,0,Academy Entertainment,R,Documentary,0,0,M,8.1
Pretty Woman,tt0100405,1990,P,USA,0,Buena Vista,R,Comedy,0,0,M,7.0
Happily Ever After,tt0099733,1990,P,USA,3,N/A,G,Family,1,0,M,5.1
Miller&#39;s Crossing,tt0100150,1990,F,USA,0,20th Century Fox,R,Crime,0,2,M,7.8
Flatliners,tt0099582,1990,P,USA,0,Sony Pictures Home Entertainment,R,Drama,0,1,M,6.6
Darkman,tt0099365,1990,F,USA,0,Universal Pictures,R,Action,0,5,M,6.4
Bimbos B.C.,tt0196378,1990,P,USA,0,N/A,NOT RATED,Comedy,0,1,M,1.5
Kindergarten Cop,tt0099938,1990,P,USA,0,MCA Universal Home Video,PG-13,Comedy,0,1,M,6.1
Criminal Justice,tt0099321,1990,P,USA,3,HBO,R,Drama,0,1,M,6.6
"Match Factory Girl, The",tt0098532,1990,P,Finland,2,Criterion Collection,N/A,Drama,0,0,M,7.6
"I, the Worst of All",tt0100990,1990,P,Argentina,2,N/A,R,Drama,0,2,M,7.2
Qin yong,tt0098147,1990,P,Hong Kong,0,N/A,N/A,Adventure,0,0,M,6.9
Portrait of a Marriage,tt0098897,1990,P,UK,0,,N/A,Biography,0,0,M,7.7
Child&#39;s Play 2,tt0099253,1990,P,USA,1,MCA Universal Home Video,R,Horror,0,0,M,5.8
Troll 2,tt0105643,1990,P,Italy,0,MGM,PG-13,Comedy,0,0,M,2.8
Home Alone,tt0099785,1990,P,USA,0,Twentieth Century Fox,PG,Comedy,0,1,M,7.5
Dark Angel (I Come in Peace),tt0099817,1990,F,USA,0,Media Home Entertainment,R,Action,0,2,M,6.1
Mermaids,tt0100140,1990,P,USA,2,Orion Home Video,PG-13,Comedy,1,0,M,6.6
Mindwalk,tt0100151,1990,P,USA,0,Franco London Films,PG,Drama,0,0,M,7.6
A Little Night Music,tt0359610,1990,P,USA,0,,N/A,Music,0,1,M,8.6
Strangers in Good Company,tt0102993,1990,P,Canada,1,National Film Board of Canada,PG,Drama,2,1,F,7.8
