title,imdbid,year,rating,binary
Steel Magnolias,0098384,1989,3,1
Meet The Feebles,0097858,1989,3,1
Turner &amp; Hooch,0098536,1989,1,0
Friday the 13th Part VIII: Jason Takes Manhattan,0097388,1989,3,1
Loverboy,0097790,1989,3,1
Millennium,0097883,1989,3,1
"Sex, Lies, and Videotape",0098724,1989,2,0
"Little Mermaid, The",0097757,1989,3,1
Leviathan,0097737,1989,3,1
Indiana Jones and the Last Crusade,0097576,1989,0,0
Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),0097814,1989,3,1
Licence to Kill,0097742,1989,2,0
"Get Smart, Again!",0097423,1989,3,1
Wild Orchid,0100934,1989,3,1
Road House,0098206,1989,1,0
When Harry Met Sally,0098635,1989,3,1
Mystery Train,0097940,1989,3,1
"Dream Team, The",0097235,1989,0,0
My Left Foot,0097937,1989,3,1
National Lampoon&#39;s Christmas Vacation,0097958,1989,3,1
Dead Calm,0097162,1989,0,0
Leningrad Cowboys Go America,0097728,1989,0,0
Bill &amp; Ted&#39;s Excellent Adventure,0096928,1989,2,0
She-Devil,0098309,1989,3,1
Weekend at Bernie&#39;s,0098627,1989,1,0
"Abyss, The",0096754,1989,3,1
Star Trek V: The Final Frontier,0098382,1989,1,0
Troop Beverly Hills,0098519,1989,3,1
Uncle Buck,0098554,1989,3,1
Major League,0097815,1989,1,0
Henry V,0097499,1989,3,1
Dead Poets Society,0097165,1989,1,0
Driving Miss Daisy,0097239,1989,3,1
Field of Dreams,0097351,1989,2,0
Do the Right Thing,0097216,1989,2,0
A Nightmare on Elm Street 5: The Dream Child,0097981,1989,3,1
Europa Europa,0099776,1990,2,0
Ghost,0099653,1990,3,1
Life Is Sweet,0100024,1990,3,1
Goodfellas,0099685,1990,3,1
Air America,0099005,1990,0,0
Total Recall,0100802,1990,1,0
Lord of the Flies,0100054,1990,0,0
Nikita,0100263,1990,3,1
Stella,0100691,1990,2,0
An Angel at My Table,0099040,1990,3,1
Postcards from the Edge,0100395,1990,3,1
"Handmaid&#39;s Tale, The",0099731,1990,3,1
Alice,0099012,1990,3,1
"Godfather: Part III, The",0099674,1990,3,1
Dragon Ball Z: The Movie - The Tree of Might,0142233,1990,1,0
Dragon Ball Z: Bardock - The Father of Goku,0142245,1990,0,0
Jacob&#39;s Ladder,0099871,1990,1,0
Paris is Burning,0100332,1990,3,1
Pretty Woman,0100405,1990,3,1
Happily Ever After,0099733,1990,3,1
Miller&#39;s Crossing,0100150,1990,0,0
Flatliners,0099582,1990,3,1
Darkman,0099365,1990,0,0
"Hunt for Red October, The",0099810,1990,1,0
RoboCop 2,0100502,1990,1,0
Bimbos B.C.,0196378,1990,3,1
Kindergarten Cop,0099938,1990,3,1
Criminal Justice,0099321,1990,3,1
"Match Factory Girl, The",0098532,1990,3,1
"I, the Worst of All",0100990,1990,3,1
Qin yong,0098147,1990,3,1
Portrait of a Marriage,0098897,1990,3,1
Joe Versus the Volcano,0099892,1990,2,0
Child&#39;s Play 2,0099253,1990,3,1
Troll 2,0105643,1990,3,1
Home Alone,0099785,1990,3,1
Dark Angel (I Come in Peace),0099817,1990,0,0
Mermaids,0100140,1990,3,1
Misery,0100157,1990,1,0
Mindwalk,0100151,1990,3,1
Predator 2,0100403,1990,2,0
A Little Night Music,0359610,1990,3,1
White Hunter Black Heart,0100928,1990,1,0
Strangers in Good Company,0102993,1990,3,1
"Witches, The",0100944,1990,3,1
A Tale of Springtime,0097106,1990,3,1
Tremors,0100814,1990,3,1
Presumed Innocent,0100404,1990,1,0
Rosencrantz &amp; Guildenstern Are Dead,0100519,1990,1,0
Class of 1999,0099277,1990,2,0
"Rescuers Down Under, The",0100477,1990,1,0
"Nasty Girl (Das schreckliche M&auml;dchen), The",0100557,1990,3,1
"Russia House, The",0100530,1990,0,0
Edward Scissorhands,0099487,1990,3,1
Close-Up,0100234,1990,1,0
"Long Walk Home, The",0100046,1990,3,1
It,0099864,1990,1,0
Wild at Heart,0100935,1990,2,0
I Hired a Contract Killer,0099818,1990,0,0
Die Hard 2,0099423,1990,3,1
Back to the Future Part III,0099088,1990,1,0
"Bonfire of the Vanities, The",0099165,1990,2,0
"Welcome Home, Roxy Carmichael",0100911,1990,3,1
Teenage Mutant Ninja Turtles,0100758,1990,2,0
I love you to death,0099819,1990,3,1
Where the Heart Is,0100924,1990,3,1
Dances with Wolves,0099348,1990,1,0
Hidden Agenda,0099768,1990,3,1
Cry-Baby,0099329,1990,3,1
Metropolitan,0100142,1990,3,1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0103060,1991,3,1
Toy Soldiers,0103112,1991,0,0
Into The Woods,0099851,1991,3,1
Delirious,0101701,1991,1,0
Hudson Hawk,0102070,1991,3,1
Omohide poro poro,0102587,1991,3,1
L.A. Story,0102250,1991,3,1
Tacones Lejanos,0103030,1991,3,1
An American Tail: Fievel Goes West,0101329,1991,3,1
Motorama,0104922,1991,1,0
"Naked Gun 2 1/2: The Smell of Fear, The",0102510,1991,1,0
Critters 3,0101627,1991,3,1
Robin Hood: Prince of Thieves,0102798,1991,3,1
Don&#39;t Tell Mom the Babysitter&#39;s Dead,0101757,1991,3,1
Beauty and the Beast,0101414,1991,3,1
Impromptu,0102103,1991,3,1
Life Stinks,0102303,1991,0,0
Riff-Raff,0100491,1991,0,0
Dick Tracy,0099422,1991,1,0
"Princess and the Goblin, The",0107875,1991,3,1
&#39;Merci la vie&#39;,0102436,1991,3,1
Hot Shots!,0102059,1991,1,0
"Fisher King, The",0101889,1991,3,1
Star Trek VI: The Undiscovered Country,0102975,1991,2,0
Closet Land,0101597,1991,0,0
Bill &amp; Ted&#39;s Bogus Journey,0101452,1991,1,0
Fried Green Tomatoes,0101921,1991,3,1
White Fang,0103247,1991,1,0
Lethal Games,0100009,1991,3,1
What About Bob?,0103241,1991,2,0
Salmonberries,0102829,1991,3,1
Terminator 2: Judgement Day,0103064,1991,3,1
Point Break,0102685,1991,0,0
Barton Fink,0101410,1991,1,0
My Girl,0102492,1991,3,1
"Object of Beauty, The",0102573,1991,3,1
Dragon Ball Z: Cooler&#39;s Revenge,1125254,1991,0,0
Cape Fear,0101540,1991,3,1
Frankie and Johnny,0101912,1991,1,0
Nekromantik 2,0102522,1991,1,0
Defending Your Life,0101698,1991,3,1
Hook,0102057,1991,2,0
"Last Boy Scout, The",0102266,1991,3,1
Europa,0101829,1991,0,0
"Silence of the Lambs, The",0102926,1991,3,1
"Double Life of Veronique, The",0101765,1991,3,1
Shakes the Clown,0102898,1991,3,1
Madonna: Truth or Dare,0102370,1991,3,1
Black Robe,0101465,1991,1,0
"Linguini Incident, The",0102313,1991,3,1
Hachi-gatsu no rapusodi,0101991,1991,3,1
"Five Heartbeats, The",0101891,1991,1,0
Oscar,0102603,1991,2,0
Soapdish,0102951,1991,3,1
"Lovers on the Bridge, The",0101318,1991,1,0
Thelma &amp; Louise,0103074,1991,3,1
Flirting,0101898,1991,2,0
Daughters of the Dust,0104057,1991,3,1
"Addams Family, The",0101272,1991,3,1
Night on Earth,0102536,1991,3,1
Doc Hollywood,0101745,1991,1,0
"Rocketeer, The",0102803,1991,1,0
Neon City,0104981,1991,3,1
Slacker,0102943,1991,3,1
Other People's Money,0102609,1991,3,1
Rubin and Ed,0102817,1991,0,0
Boyz n the Hood,0101507,1991,2,0
Raise the Red Lantern,0101640,1991,3,1
Robin Hood,0102797,1991,1,0
"People Under the Stairs, The",0105121,1991,3,1
JFK,0102138,1991,3,1
Paprika,0098063,1991,3,1
My Own Private Idaho,0102494,1991,1,0
Mediterraneo,0102426,1991,2,0
City Slickers,0101587,1991,3,1
Freddy&#39;s Dead: The Final Nightmare,0101917,1991,2,0
Gas Food Lodging,0104321,1992,3,1
Candyman,0103919,1992,3,1
Alien 3,0103644,1992,0,0
King of Beggars,0100963,1992,2,0
Leaving Normal,0104697,1992,3,1
Enchanted April,0101811,1992,3,1
Un Coeur en Hiver,0105682,1992,3,1
Buffy the Vampire Slayer,0103893,1992,3,1
"Mighty Ducks, The",0104868,1992,1,0
Stop! Or My Mom Will Shoot,0105477,1992,2,0
Death Becomes Her,0104070,1992,3,1
Orlando,0107756,1992,2,0
Newsies,0104990,1992,1,0
Army of Darkness,0106308,1992,2,0
Sneakers,0105435,1992,1,0
Dracula,0103874,1992,3,1
Damage,0104237,1992,3,1
Dragon Ball Z: The Return of Cooler,0142237,1992,0,0
Critters 4,0101628,1992,1,0
Peter&#39;s Friends,0105130,1992,3,1
Sister Act,0105417,1992,3,1
Hero,0104412,1992,1,0
Twin Peaks: Fire Walk With Me,0105665,1992,3,1
Sarafina!,0105316,1992,3,1
Baraka,0103767,1992,0,0
This is My Life,0105577,1992,3,1
Toys,0105629,1992,3,1
Malcolm X,0104797,1992,3,1
Home Alone 2: Lost in New York,0104431,1992,3,1
Chaplin,0103939,1992,1,0
Bob Roberts,0103850,1992,1,0
"Cutting Edge, The",0104040,1992,3,1
"Lawnmower Man, The",0104692,1992,1,0
Porco Rosso (Kurenai no Buta),0104652,1992,1,0
Scent of a Woman,0105323,1992,1,0
A League of Their Own,0104694,1992,3,1
Boomerang,0103859,1992,3,1
A River Runs Through It,0105265,1992,2,0
Hard Boiled,0104684,1992,0,0
HouseSitter,0104452,1992,1,0
Unforgiven,0105695,1992,3,1
"Last of the Mohicans, The",0104691,1992,2,0
Singles,0105415,1992,2,0
Bitter Moon,0104779,1992,3,1
Howards End,0104454,1992,3,1
Batman Returns,0103776,1992,0,0
FernGully: The Last Rainforest,0104254,1992,3,1
A Few Good Men,0104257,1992,1,0
Full Contact,0105851,1992,1,0
"Bikini Carwash Company, The",0103812,1992,3,1
My Cousin Vinny,0104952,1992,1,0
Como agua para chocolate,0103994,1992,3,1
Dead Alive,0103873,1992,3,1
Husbands and Wives,0104466,1992,3,1
Straight Talk,0105481,1992,3,1
Hellraiser III: Hell on Earth,0104409,1992,3,1
"Crying Game, The",0104036,1992,2,0
Single White Female,0105414,1992,3,1
"Muppet Christmas Carol, The",0104940,1992,1,0
Reservoir Dogs,0105236,1992,0,0
Wayne&#39;s World,0105793,1992,1,0
"Player, The",0105151,1992,3,1
Glengarry Glen Ross,0104348,1992,0,0
Aladdin,0103639,1992,0,0
El Mariachi,0104815,1992,0,0
Ladybugs,0104670,1992,3,1
Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1517470,1992,0,0
Passion Fish,0105107,1992,3,1
Basic Instinct,0103772,1992,1,0
Split Second,0105459,1992,0,0
Tom and Jerry: The Movie,0105616,1992,3,1
Dragon Inn,0105859,1992,3,1
Freddie as F.R.O.7.,0104298,1992,1,0
Three Colors: Blue,0108394,1993,3,1
Sister Act 2: Back in the Habit,0108147,1993,3,1
Bhaji on the Beach,0106408,1993,3,1
Cannibal! The Musical,0115819,1993,0,0
Pieces of April,0311648,1993,3,1
Tombstone,0108358,1993,3,1
Robin Hood: Men in Tights,0107977,1993,3,1
Indien,0107214,1993,0,0
"Secret Garden, The",0108071,1993,3,1
Homeward Bound: The Incredible Journey,0107131,1993,1,0
"Trial, The",0108388,1993,1,0
Schindler&#39;s List,0108052,1993,3,1
Jurassic Park,0107290,1993,3,1
Gypsy,0107065,1993,3,1
Groundhog Day,0107048,1993,2,0
Ruby in Paradise,0108000,1993,3,1
RoboCop 3,0107978,1993,3,1
Gettysburg,0107007,1993,0,0
"Firm, The",0106918,1993,3,1
Dragon Ball Z: The History of Trunks,0142247,1993,1,0
"Pelican Brief, The",0107798,1993,3,1
True Romance,0108399,1993,1,0
Coneheads,0106598,1993,3,1
Dragon: The Bruce Lee Story,0106770,1993,3,1
Little Buddha,0107426,1993,1,0
Dave,0106673,1993,3,1
"Nightmare Before Christmas, The",0107688,1993,1,0
Fatal Instinct,0106873,1993,3,1
"Fugitive, The",0106977,1993,2,0
Manhattan Murder Mystery,0107507,1993,3,1
"Piano, The",0107822,1993,3,1
Body Snatchers,0106452,1993,3,1
"Wedding Banquet, The",0107156,1993,3,1
Demolition Man,0106697,1993,0,0
Cliffhanger,0106582,1993,1,0
Rising Sun,0107969,1993,1,0
"Princess and the Cobbler, The",0112389,1993,0,0
Cool Runnings,0106611,1993,1,0
Sleepless in Seattle,0108160,1993,2,0
"Blood In, Blood Out",0106469,1993,0,0
In the Name of the Father,0107207,1993,2,0
What&#39;s Love Got to Do with It,0108551,1993,3,1
Sliver,0108162,1993,3,1
Philadelphia,0107818,1993,2,0
"Age of Innocence, The",0106226,1993,3,1
Naked,0107653,1993,3,1
Sonatine,0108188,1993,0,0
Addams Family Values,0106220,1993,3,1
Mrs. Doubtfire,0107614,1993,3,1
Boxing Helena,0106471,1993,1,0
"Evil Cult, The",0108624,1993,3,1
Searching for Bobby Fischer,0108065,1993,0,0
"Heroic Trio, The",0105619,1993,3,1
Batman: Mask of the Phantasm,0106364,1993,0,0
Point of No Return/The Assassin,0107843,1993,3,1
"Sandlot, The",0108037,1993,0,0
Heidi,0107099,1993,3,1
Telling Secrets,0108310,1993,3,1
Hocus Pocus,0107120,1993,3,1
Bad Boy Bubby,0106341,1993,1,0
"Joy Luck Club, The",0107282,1993,3,1
What&#39;s Eating Gilbert Grape,0108550,1993,3,1
A perfect world,0107808,1993,1,0
Benny &amp; Joon,0106387,1993,1,0
Hot Shots! Part Deux,0107144,1993,3,1
Farewell My Concubine,0106332,1993,0,0
In the Line of Fire,0107206,1993,1,0
Poetic Justice,0107840,1993,3,1
Arctic Blue,0106303,1993,1,0
La casa de los esp&iacute;ritus,0107151,1993,3,1
Heart and Souls,0107091,1993,2,0
Indian Summer,0107212,1993,3,1
Swing Kids,0108265,1993,1,0
Even Cowgirls Get The Blues,0106834,1993,3,1
Once Upon a Forest,0107745,1993,3,1
Undercover Blues,0108442,1993,1,0
Super Mario Bros.,0108255,1993,3,1
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),0106417,1993,3,1
"Beverly Hillbillies, The",0106400,1993,3,1
Dazed and Confused,0106677,1993,3,1
Untamed Heart,0108451,1993,3,1
"Remains of the Day, The",0107943,1993,1,0
Body of Evidence,0106453,1993,3,1
Umi ga kikoeru,0108432,1993,3,1
Fei hu wai zhuan,0104246,1993,2,0
Death Train,0106689,1993,3,1
Short Cuts,0108122,1993,3,1
Matinee,0107529,1993,1,0
&quot;The X-Files&quot; Pilot,0170817,1993,3,1
Indecent Proposal,0107211,1993,0,0
Body Bags,0106449,1993,1,0
Kika,0107315,1993,3,1
"Making of &#39;...And God Spoke&#39;, The",0107492,1993,1,0
Heisei tanuki gassen pompoko,0110008,1994,1,0
Birds 2: Land&#39;s End,0109275,1994,3,1
"Professional, The",0110413,1994,3,1
"Santa Clause, The",0111070,1994,1,0
Felidae,0109791,1994,1,0
Forrest Gump,0109830,1994,1,0
Ace Ventura: Pet Detective,0109040,1994,2,0
It&#39;s Pat,0110169,1994,3,1
Frit&auml;nkaren,0109849,1994,3,1
"Pagemaster, The",0110763,1994,1,0
Reality Bites,0110950,1994,3,1
"Stand, The",0108941,1994,3,1
"Specialist, The",0111255,1994,1,0
Oleanna,0110722,1994,0,0
Little Women,0110367,1994,3,1
Lakota Woman: Siege at Wounded Knee,0110297,1994,3,1
See How They Fall,0110958,1994,1,0
I.Q.,0110099,1994,0,0
Dias contados,0109699,1994,3,1
Wing Chun,0111800,1994,2,0
A.P.E.X.,0109144,1994,1,0
Street Fighter,0111301,1994,3,1
Pat and Margaret,0124829,1994,3,1
I Like It Like That,0110091,1994,3,1
"Return of Jafar, The",0107952,1994,0,0
Go Fish,0109913,1994,3,1
Priest,0110889,1994,3,1
No Escape,0110678,1994,0,0
"Shadow, The",0111143,1994,0,0
Speed,0111257,1994,3,1
Mina Tannenbaum,0110521,1994,3,1
Pulp Fiction,0110912,1994,3,1
"Lion King, The",0110357,1994,1,0
"Client, The",0109446,1994,3,1
Clerks.,0109445,1994,1,0
Ed Wood,0109707,1994,3,1
Blue Sky,0109306,1994,3,1
J&#39;ai pas sommeil,0110171,1994,3,1
Three Colors: White,0111507,1994,1,0
"Crow, The",0109506,1994,3,1
"Hudsucker Proxy, The",0110074,1994,1,0
Stargate,0111282,1994,1,0
"Corrina, Corrina",0109484,1994,3,1
Serial Mom,0111127,1994,3,1
Sirens,0111201,1994,3,1
Wrony,0111751,1994,3,1
"Adventures of Priscilla, Queen of the Desert, The",0109045,1994,3,1
Airheads,0109068,1994,1,0
Giorgino,0109900,1994,3,1
"Shawshank Redemption, The",0111161,1994,0,0
"Mask, The",0110475,1994,1,0
Color of Night,0109456,1994,3,1
True Lies,0111503,1994,3,1
Natural Born Killers,0110632,1994,3,1
Angels in the Outfield,0109127,1994,1,0
Muriel&#39;s Wedding,0110598,1994,3,1
Chungking Express,0109424,1994,1,0
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),0109277,1994,3,1
Interview with the Vampire,0110148,1994,1,0
Heavenly Creatures,0110005,1994,3,1
Drop Zone,0109676,1994,2,0
Brainscan,0109327,1994,1,0
Crooklyn,0109504,1994,3,1
Quiz Show,0110932,1994,2,0
D2: The Mighty Ducks,0109520,1994,1,0
"Legend of Drunken Master, The",0111512,1994,3,1
Death and the Maiden,0109579,1994,0,0
Kan du vissla Johanna?,0110236,1994,0,0
"Secret of Roan Inish, The",0111112,1994,3,1
Runaway Daughters,0111033,1994,3,1
It Could Happen to You,0110167,1994,1,0
Black Beauty,0109279,1994,3,1
New Nightmare,0111686,1994,3,1
"Last Seduction, The",0110308,1994,1,0
Sister My Sister,0111205,1994,3,1
Star Trek Generations,0111280,1994,3,1
"Fantastic Four, The",0109770,1994,1,0
"Flintstones, The",0109813,1994,3,1
Eat Drink Man Woman,0111797,1994,3,1
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,0110054,1994,3,1
Bad Girls,0109198,1994,3,1
"Swan Princess, The",0111333,1994,1,0
Naked Gun 33 1/3: The Final Insult,0110622,1994,2,0
Getting Any?,0110524,1994,0,0
Beverly Hills Cop III,0109254,1994,0,0
Fear City: A Family-Style Comedy,0109440,1994,3,1
Police Academy: Mission to Moscow,0110857,1994,1,0
In the Mouth of Madness,0113409,1994,1,0
Legends of the Fall,0110322,1994,3,1
Amateur,0109093,1994,3,1
"Road to Wellville, The",0111001,1994,3,1
Uncovered,0111549,1994,3,1
Dumb &amp; Dumber,0109686,1994,2,0
Trading Mom,0111470,1994,3,1
Timecop,0111438,1994,1,0
Four Weddings and a Funeral,0109831,1994,3,1
Don&#39;t Drink the Water,0109644,1994,1,0
"Little Rascals, The",0110366,1994,2,0
Cold Comfort Farm,0112701,1995,3,1
Boys on the Side,0112571,1995,3,1
Balto,0112453,1995,2,0
Copycat,0112722,1995,3,1
Rumble in the Bronx (Hung fan kui),0113326,1995,1,0
Dracula: Dead and Loving It,0112896,1995,3,1
Before Sunrise,0112471,1995,0,0
Hackers,0113243,1995,2,0
Mallrats,0113749,1995,2,0
Mighty Morphin Power Rangers: The Movie,0113820,1995,3,1
"City of Lost Children, The",0112682,1995,3,1
Now and Then,0114011,1995,3,1
Circle of Friends,0112679,1995,3,1
Tank Girl,0114614,1995,3,1
Pocahontas,0114148,1995,3,1
"Baby-Sitters Club, The",0112435,1995,3,1
Village of the Damned,0114852,1995,3,1
Dead Presidents,0112819,1995,3,1
First Knight,0113071,1995,2,0
La flor de mi secreto,0113083,1995,3,1
Babe,0112431,1995,3,1
Friday,0113118,1995,2,0
How to Make an American Quilt,0113347,1995,3,1
Mimi wo sumaseba (Whisper of the Heart),0113824,1995,3,1
Dilwale Dulhania Le Jayenge,0112870,1995,3,1
Assassins,0112401,1995,1,0
Strange Days,0114558,1995,3,1
Maborosi,0113725,1995,3,1
Gold Diggers: The Secret of Bear Mountain,0113188,1995,3,1
"Pebble and the Penguin, The",0114108,1995,2,0
Toy Story,0114709,1995,1,0
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",0112513,1995,3,1
Waterworld,0114898,1995,2,0
Home for the holidays,0113321,1995,3,1
"Celluloid Closet, The",0112651,1995,3,1
Braveheart,0112573,1995,2,0
Sabrina,0114319,1995,3,1
When Night is Falling,0114916,1995,3,1
Mortal Kombat,0113855,1995,1,0
Catnapped! The Movie,0114689,1995,3,1
Higher Learning,0113305,1995,3,1
GoldenEye,0113189,1995,3,1
Desperado,0112851,1995,1,0
Nadie hablara de nosotras cuando hayamos muerto,0113918,1995,3,1
Welcome to the Dollhouse,0114906,1995,3,1
Antonia&#39;s Line,0112379,1995,3,1
Dolores Claiborne,0109642,1995,3,1
Four rooms,0113101,1995,3,1
La Haine,0113247,1995,0,0
Sense and Sensibility,0114388,1995,3,1
Persuasion,0114117,1995,3,1
"Bridges of Madison County, The",0112579,1995,3,1
Heat,0113277,1995,2,0
Aladdin and the King of Thieves,0115491,1995,1,0
Twelve Monkeys,0114746,1995,1,0
"To Wong Foo, Thanks for Everything! Julie Newmar",0114682,1995,3,1
Dangerous Minds,0112792,1995,3,1
Underground,0114787,1995,1,0
French Kiss,0113117,1995,2,0
Se7en,0114369,1995,1,0
Casino,0112641,1995,2,0
"American President, The",0112346,1995,3,1
"Langoliers, The",0112040,1995,3,1
Ringu Kanzenban,0235133,1995,1,0
Jumanji,0113497,1995,3,1
Safe,0114323,1995,3,1
Devil in a Blue Dress,0112857,1995,1,0
Magic in the Water,0113737,1995,1,0
Dead Man Walking,0112818,1995,3,1
Nick of Time,0113972,1995,3,1
Land and Freedom,0114671,1995,1,0
El dia de la bestia,0112922,1995,3,1
"Quick and the Dead, The",0114214,1995,3,1
Ace Ventura: When Nature Calls,0112281,1995,0,0
Apollo 13,0112384,1995,3,1
Butterfly Kiss,0112604,1995,3,1
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),0113568,1995,0,0
Batman Forever,0112462,1995,1,0
While You Were Sleeping,0114924,1995,3,1
A little princess,0113670,1995,3,1
Clueless,0112697,1995,3,1
"Usual Suspects, The",0114814,1995,1,0
Fallen Angels,0112913,1995,1,0
"Net, The",0113957,1995,3,1
A Goofy Movie,0113198,1995,2,0
Canadian Bacon,0109370,1995,1,0
"Incredibly True Adventures of Two Girls in Love, The",0113416,1995,3,1
Casper,0112642,1995,3,1
Outbreak,0114069,1995,3,1
Pride and Prejudice,0112130,1995,3,1
Die Hard: With a Vengeance,0112864,1995,1,0
Empire Records,0112950,1995,3,1
Serving in Silence,0114395,1995,3,1
Billy Madison,0112508,1995,1,0
Congo,0112715,1995,0,0
Showgirls,0114436,1995,3,1
Species,0114508,1995,3,1
"Addiction, The",0112288,1995,3,1
Dragon Ball Z: Wrath of the Dragon,0142243,1995,2,0
Judge Dredd,0113492,1995,3,1
Grim,0113221,1995,3,1
Kids,0113540,1995,3,1
Othello,0114057,1995,2,0
Party Girl,0114095,1995,3,1
Tommy Boy,0114694,1995,3,1
"Long Kiss Goodnight, The",0116908,1996,3,1
Welcome to the Discworld,0313773,1996,0,0
Mars Attacks!,0116996,1996,3,1
Jingle All the Way,0116705,1996,1,0
"English Patient, The",0116209,1996,3,1
Swingers,0117802,1996,2,0
Matilda,0117008,1996,3,1
Fear,0116287,1996,3,1
Harriet the Spy,0116493,1996,3,1
Manny &amp; Lo,0116985,1996,3,1
Mission: Impossible,0117060,1996,1,0
"Cable Guy, The",0115798,1996,1,0
Sabrina the Teenage Witch,0117534,1996,3,1
Romeo + Juliet,0117509,1996,3,1
Kids Return,0116767,1996,3,1
August,0115591,1996,3,1
"Quest, The",0117420,1996,0,0
Fire,0116308,1996,3,1
Hellraiser: Bloodline,0116514,1996,1,0
Walking and Talking,0118113,1996,3,1
Lone Star,0116905,1996,2,0
Beautiful Girls,0115639,1996,3,1
Twelfth Night or What You Will,0117991,1996,3,1
Marvin&#39;s Room,0116999,1996,3,1
Stealing Beauty,0117737,1996,3,1
Sleepers,0117665,1996,1,0
Sonic the Hedgehog: The Movie,0237765,1996,0,0
Curdled,0115994,1996,3,1
La belle verte,0115650,1996,3,1
"Preacher&#39;s Wife, The",0117372,1996,3,1
"Birdcage, The",0115685,1996,2,0
Scream,0117571,1996,3,1
Freeway,0116361,1996,3,1
Hard Eight,0119256,1996,0,0
DragonHeart,0116136,1996,2,0
"Hunchback of Notre Dame, The",0116583,1996,1,0
Homeward Bound II: Lost in San Francisco,0116552,1996,1,0
Ridicule,0117477,1996,1,0
"Rock, The",0117500,1996,1,0
Muppet Treasure Island,0117110,1996,1,0
Fargo,0116282,1996,2,0
Beavis and Butt-Head Do America,0115641,1996,1,0
Independence Day,0116629,1996,3,1
From Dusk Till Dawn,0116367,1996,1,0
"Fan, The",0116277,1996,1,0
Emma,0116191,1996,3,1
"Mirror Has Two Faces, The",0117057,1996,3,1
Irma Vep,0116650,1996,3,1
Crash,0115964,1996,3,1
Spy Hard,0117723,1996,1,0
Fly Away Home,0116329,1996,3,1
Trainspotting,0117951,1996,2,0
Star Trek: First Contact,0117731,1996,3,1
"Glimmer Man, The",0116421,1996,1,0
Swallowtail Butterfly,0117797,1996,3,1
Bound,0115736,1996,3,1
"First Wives Club, The",0116313,1996,3,1
Brassed Off,0115744,1996,3,1
Mystery Science Theater 3000: The Movie,0117128,1996,1,0
"Daytrippers, The",0116041,1996,3,1
Waiting for Guffman,0118111,1996,3,1
Jack,0116669,1996,2,0
Tenchi Muy&ocirc;! In Love,0117876,1996,3,1
Last Man Standing,0116830,1996,1,0
Chain Reaction,0115857,1996,1,0
Poison Ivy II,0114151,1996,3,1
Love and Other Catastrophes,0116931,1996,3,1
Beyond Silence (Jenseits der Stille),0116692,1996,3,1
Big Night,0115678,1996,3,1
Escape from L.A.,0116225,1996,1,0
Twister,0117998,1996,3,1
Female Perversions,0116293,1996,3,1
James and the Giant Peach,0116683,1996,3,1
Libertarias,0113649,1996,3,1
When the Cat&#39;s Away,0115856,1996,3,1
Mother Night,0117093,1996,1,0
"Associate, The",0115580,1996,3,1
Connie Gomper &amp; the Pack,0377683,1996,0,0
Jane Eyre,0116684,1996,3,1
Mr. Wrong,0117102,1996,3,1
Pusher,0117407,1996,0,0
Down Periscope,0116130,1996,0,0
"Truth About Cats &amp; Dogs, The",0117979,1996,3,1
I Shot Andy Warhol,0116594,1996,3,1
Un air de famille,0118015,1996,3,1
Va&#39; dove ti porta il cuore,0118105,1996,3,1
Jerry Maguire,0116695,1996,2,0
"Funeral, The",0116378,1996,3,1
Girls Town,0116418,1996,3,1
Foxfire,0116353,1996,3,1
Beautiful Thing,0115640,1996,3,1
"God of Cookery, The",0116426,1996,1,0
Secrets &amp; Lies,0117589,1996,3,1
Set It Off,0117603,1996,3,1
Striptease,0117765,1996,3,1
"Spitfire Grill, The",0117718,1996,3,1
Broken Arrow,0115759,1996,0,0
Space Jam,0117705,1996,1,0
Grace of my heart,0116442,1996,3,1
"Craft, The",0115963,1996,3,1
"Frighteners, The",0116365,1996,3,1
Charlot og Charlotte,0115133,1996,3,1
101 Dalmatians,0115433,1996,3,1
Three Lives and Only One Death,0117968,1996,2,0
Eye for an Eye,0116260,1996,3,1
Hamlet,0116477,1996,1,0
That Thing You Do!,0117887,1996,3,1
Kingpin,0116778,1996,1,0
Basquiat,0115632,1996,2,0
"Crucible, The",0115988,1996,3,1
Eraser,0116213,1996,3,1
Entertaining Angels: The Dorothy Day Story,0116212,1996,3,1
Evita,0116250,1996,3,1
Primal Fear,0117381,1996,1,0
"A Jin de gushi / Ah Kam, the Stunt woman",0115485,1996,1,0
Tremors II: Aftershocks,0114720,1996,0,0
Michael,0117038,1996,3,1
My Life in Pink ( Ma Vie En Rose ),0119590,1997,3,1
