title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
Welcome to the Dollhouse,tt0114906,1995,P,USA,1,Sony Pictures Classics,R,Comedy,0,1,M,7.4
Antonia&#39;s Line,tt0112379,1995,P,Netherlands,0,BMG,R,Comedy,0,0,M,7.5
Dolores Claiborne,tt0109642,1995,P,USA,4,Sony Pictures Home Entertainment,R,Crime,0,2,F,7.4
Four rooms,tt0113101,1995,P,USA,0,Miramax Films,R,Comedy,1,2,F,6.7
La Haine,tt0113247,1995,F,France,0,Criterion Collection,NOT RATED,Crime,0,0,M,8.1
Sense and Sensibility,tt0114388,1995,P,USA,2,Columbia Pictures,PG,Drama,2,0,M,7.7
Persuasion,tt0114117,1995,P,UK,2,Sony Pictures Home Entertainment,PG,Drama,1,1,M,7.7
"Bridges of Madison County, The",tt0112579,1995,P,USA,0,Warner Bros.,PG-13,Drama,0,2,M,7.6
"To Wong Foo, Thanks for Everything! Julie Newmar",tt0114682,1995,P,USA,0,Universal Pictures,PG-13,Comedy,0,1,M,6.5
"American President, The",tt0112346,1995,P,USA,0,Columbia Pictures,PG-13,Comedy,0,1,M,6.8
"Langoliers, The",tt0112040,1995,P,USA,0,,PG-13,Horror,0,0,M,6.1
Jumanji,tt0113497,1995,P,USA,0,Sony Pictures Home Entertainment,PG,Adventure,0,3,M,6.9
Safe,tt0114323,1995,P,UK,0,Sony Pictures Home Entertainment,R,Drama,0,1,M,7.2
Dead Man Walking,tt0112818,1995,P,UK,0,Gramercy Pictures,R,Crime,1,0,M,7.5
Nick of Time,tt0113972,1995,P,USA,1,Paramount Home Video,R,Action,0,1,M,6.3
El dia de la bestia,tt0112922,1995,P,Spain,0,Trimark Pictures,R,Action,0,1,M,7.5
"Quick and the Dead, The",tt0114214,1995,P,Japan,2,Sony Pictures Entertainment,R,Action,0,1,M,6.4
Ace Ventura: When Nature Calls,tt0112281,1995,F,USA,0,Warner Home Video,PG-13,Adventure,0,2,M,6.3
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),tt0113568,1995,F,Japan,1,Palm Pictures,NOT RATED,Animation,0,0,M,8.0
While You Were Sleeping,tt0114924,1995,P,USA,0,Buena Vista Pictures,PG,Comedy,0,1,M,6.7
A little princess,tt0113670,1995,P,USA,2,Warner Home Video,G,Drama,2,1,M,7.7
Clueless,tt0112697,1995,P,USA,0,N/A,PG-13,Comedy,1,0,F,6.8
"Net, The",tt0113957,1995,P,USA,2,Sony Pictures Home Entertainment,PG-13,Action,0,2,M,5.9
"Incredibly True Adventures of Two Girls in Love, The",tt0113416,1995,P,USA,1,WARNER BROTHERS PICTURES,R,Comedy,1,0,F,6.5
Casper,tt0112642,1995,P,USA,1,Universal Pictures,PG,Comedy,1,1,M,6.1
Empire Records,tt0112950,1995,P,USA,0,Warner Home Video,PG-13,Comedy,0,0,M,6.7
Serving in Silence,tt0114395,1995,P,USA,3,Sony Pictures Home Entertainment,N/A,Biography,1,0,M,7.2
Showgirls,tt0114436,1995,P,France,1,MGM Home Entertainment,NC-17,Drama,0,1,M,4.7
Species,tt0114508,1995,P,USA,1,MGM Home Entertainment,R,Action,0,1,M,5.8
"Addiction, The",tt0112288,1995,P,USA,1,Guild,NOT RATED,Horror,0,1,M,6.4
Kids,tt0113540,1995,P,USA,0,Shining Excalibur Pictures,UNRATED,Drama,1,0,M,7.0
Party Girl,tt0114095,1995,P,USA,3,Sony Pictures Home Entertainment,R,Comedy,2,2,F,6.6
Tommy Boy,tt0114694,1995,P,USA,0,Paramount Home Video,PG-13,Adventure,0,1,M,7.1
"Long Kiss Goodnight, The",tt0116908,1996,P,USA,4,New Line Home Entertainment,R,Action,0,1,M,6.8
Welcome to the Discworld,tt0313773,1996,F,UK,0,N/A,N/A,Short,0,1,M,7.0
Mars Attacks!,tt0116996,1996,P,USA,0,Warner Home Video,PG-13,Comedy,0,2,M,6.3
Matilda,tt0117008,1996,P,USA,2,Sony Pictures Home Entertainment,PG,Comedy,0,1,M,6.9
Fear,tt0116287,1996,P,USA,2,Universal Pictures,R,Drama,0,1,M,6.2
Harriet the Spy,tt0116493,1996,P,USA,4,Paramount Pictures,PG,Comedy,2,1,M,6.0
Manny &amp; Lo,tt0116985,1996,P,USA,2,Sony Pictures Home Entertainment,R,Comedy,1,0,F,6.7
Romeo + Juliet,tt0117509,1996,P,USA,0,20th Century Fox,PG-13,Drama,0,2,M,6.8
August,tt0115591,1996,P,UK,0,First Look,PG,Comedy,0,2,M,6.1
"Quest, The",tt0117420,1996,F,USA,0,MCA Universal Home Video,PG-13,Action,0,3,M,5.6
Walking and Talking,tt0118113,1996,P,UK,4,Miramax,R,Comedy,1,0,F,6.8
Beautiful Girls,tt0115639,1996,P,USA,0,Miramax Films,R,Comedy,0,1,M,7.2
Twelfth Night or What You Will,tt0117991,1996,P,Ireland,3,New Line Home Entertainment,PG,Comedy,0,2,M,7.3
Curdled,tt0115994,1996,P,USA,1,Miramax,R,Comedy,0,3,M,5.9
La belle verte,tt0115650,1996,P,France,0,N/A,N/A,Comedy,0,0,M,7.3
"Preacher&#39;s Wife, The",tt0117372,1996,P,USA,0,Disney,PG,Comedy,0,4,M,5.5
Freeway,tt0116361,1996,P,USA,1,Republic Pictures Home Video,R,Comedy,0,1,M,6.9
Independence Day,tt0116629,1996,P,USA,0,20th Century Fox,PG-13,Action,0,2,M,7.0
Emma,tt0116191,1996,P,UK,1,A&amp;E Television Networks,PG,Comedy,1,1,M,6.7
"Mirror Has Two Faces, The",tt0117057,1996,P,USA,0,Sony Pictures Home Entertainment,PG-13,Comedy,0,2,M,6.5
Irma Vep,tt0116650,1996,P,France,0,Dacia Films,NOT RATED,Comedy,0,0,M,7.0
Crash,tt0115964,1996,P,Canada,1,Fine Line Features,NC-17,Drama,0,1,M,6.4
Fly Away Home,tt0116329,1996,P,USA,1,Columbia TriStar,PG,Adventure,0,1,M,6.8
Swallowtail Butterfly,tt0117797,1996,P,Japan,0,N/A,N/A,Crime,0,0,M,7.7
Bound,tt0115736,1996,P,USA,1,Republic Pictures Home Video,R,Crime,2,0,F,7.4
"First Wives Club, The",tt0116313,1996,P,USA,2,Paramount Home Video,PG,Comedy,1,1,M,6.3
Brassed Off,tt0115744,1996,P,UK,0,Miramax Films,R,Comedy,0,1,M,7.1
"Daytrippers, The",tt0116041,1996,P,Canada,4,Lionsgate,R,Comedy,0,0,M,6.9
Waiting for Guffman,tt0118111,1996,P,USA,0,Sony Pictures Classics,R,Comedy,0,2,M,7.6
Tenchi Muy&ocirc;! In Love,tt0117876,1996,P,Japan,1,N/A,PG-13,Animation,0,0,M,7.3
Poison Ivy II,tt0114151,1996,P,USA,3,New Line Home Entertainment,R,Drama,1,0,F,4.4
Beyond Silence (Jenseits der Stille),tt0116692,1996,P,Germany,2,Miramax,PG-13,Drama,1,0,F,7.5
Twister,tt0117998,1996,P,USA,0,Warner Bros. Pictures,PG-13,Action,0,1,M,6.3
Libertarias,tt0113649,1996,P,Spain,3,N/A,N/A,Drama,0,3,M,7.1
When the Cat&#39;s Away,tt0115856,1996,P,France,3,Sony Entertainment,R,Comedy,0,0,M,6.8
"Associate, The",tt0115580,1996,P,USA,2,Hollywood Pictures,PG-13,Comedy,0,1,M,6.1
Connie Gomper &amp; the Pack,tt0377683,1996,F,USA,0,N/A,N/A,N/A,0,0,M,8.6
Jane Eyre,tt0116684,1996,P,France,3,Miramax,PG,Drama,1,2,M,6.8
Mr. Wrong,tt0117102,1996,P,USA,2,Mandeville Films,PG-13,Comedy,0,2,M,3.8
Pusher,tt0117407,1996,F,Denmark,0,N/A,NOT RATED,Crime,0,1,M,7.4
Down Periscope,tt0116130,1996,F,USA,0,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,3,M,6.1
"Truth About Cats &amp; Dogs, The",tt0117979,1996,P,USA,3,Twentieth Century Fox Home Entertainment,PG-13,Comedy,1,0,M,6.3
I Shot Andy Warhol,tt0116594,1996,P,UK,3,Hallmark Entertainment,R,Biography,1,2,F,6.6
Un air de famille,tt0118015,1996,P,France,0,N/A,NOT RATED,Comedy,0,0,M,7.6
Va&#39; dove ti porta il cuore,tt0118105,1996,P,Italy,0,N/A,N/A,Drama,1,0,F,5.1
"Funeral, The",tt0116378,1996,P,USA,0,Echo Bridge Home Entertainment,R,Crime,0,1,M,6.6
Girls Town,tt0116418,1996,P,USA,1,Hallmark Entertainment,R,Comedy,2,0,M,6.2
Foxfire,tt0116353,1996,P,USA,0,Rysher Entertainment,R,Drama,2,0,M,6.2
Beautiful Thing,tt0115640,1996,P,UK,0,N/A,R,Comedy,0,2,M,7.6
Set It Off,tt0117603,1996,P,USA,1,New Line Home Entertainment,R,Action,1,0,M,6.9
Striptease,tt0117765,1996,P,USA,2,Sony Pictures Home Entertainment,R,Comedy,0,2,M,4.4
"Spitfire Grill, The",tt0117718,1996,P,USA,3,Sony Pictures Home Entertainment,PG-13,Drama,0,1,M,6.9
Grace of my heart,tt0116442,1996,P,USA,3,MCA Universal Home Video,R,Comedy,1,0,F,6.7
"Craft, The",tt0115963,1996,P,USA,0,Sony Pictures Home Entertainment,R,Drama,0,3,M,6.3
"Frighteners, The",tt0116365,1996,P,New Zealand,1,Universal,R,Comedy,0,1,M,7.1
Charlot og Charlotte,tt0115133,1996,P,Denmark,1,,N/A,Drama,0,0,M,7.7
101 Dalmatians,tt0115433,1996,P,USA,0,Buena Vista Pictures,G,Adventure,0,1,M,5.7
Eye for an Eye,tt0116260,1996,P,USA,4,Leo Films,R,Crime,2,0,M,6.2
That Thing You Do!,tt0117887,1996,P,USA,0,20th Century Fox,PG,Comedy,0,0,M,6.9
"Crucible, The",tt0115988,1996,P,USA,2,Fox,PG-13,Drama,0,2,M,6.8
Eraser,tt0116213,1996,P,USA,0,Warner Home Video,R,Action,0,3,M,6.1
Evita,tt0116250,1996,P,USA,2,Buena Vista,PG,Biography,0,2,M,6.3
Tremors II: Aftershocks,tt0114720,1996,F,USA,0,Universal Studios,PG-13,Action,0,2,M,6.0
My Life in Pink ( Ma Vie En Rose ),tt0119590,1997,P,Belgium,4,Sony Pictures Home Entertainment,R,Drama,0,1,M,7.6
Vegas Vacation,tt0120434,1997,P,USA,0,WARNER BROTHERS PICTURES,PG,Comedy,2,0,M,5.9
For Richer or Poorer,tt0119142,1997,P,USA,1,Universal Pictures,PG-13,Comedy,0,1,M,5.7
Titanic,tt0120338,1997,P,USA,0,Paramount Pictures,PG-13,Drama,0,1,M,7.8
Fever Pitch,tt0119114,1997,P,UK,0,Trimark,R,Comedy,0,2,M,6.7
Cube,tt0123755,1997,P,Canada,0,Trimark Pictures,R,Drama,0,0,M,7.3
Picture Perfect,tt0119896,1997,P,USA,3,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,3,M,5.5
Smilla&#39;s Sense of Snow,tt0120152,1997,P,Denmark,0,Fox Searchlight Pictures,R,Action,1,1,M,6.4
Soul Food,tt0120169,1997,P,USA,0,20th Century Fox,R,Comedy,0,1,M,7.0
Volcano,tt0120461,1997,P,USA,0,Twentieth Century Fox Home Entertainment,PG-13,Action,0,3,M,5.5
Snow White: A Tale of Terror,tt0119227,1997,P,USA,2,Universal Pictures,R,Fantasy,1,1,M,6.3
Hercules,tt0119282,1997,P,USA,0,Buena Vista Internationa,G,Animation,3,7,M,7.3
Paradise Road,tt0119859,1997,P,Australia,1,Twentieth Century Fox Home Entertainment,R,Drama,0,3,M,6.8
Neon Genesis Evangelion: The End of Evangelion,tt0169858,1997,P,Japan,0,N/A,NOT RATED,Animation,0,0,M,8.3
Clockwatchers,tt0118866,1997,P,UK,1,BMG,PG-13,Comedy,1,0,M,6.4
G.I. Jane,tt0119173,1997,P,USA,2,Hollywood Pictures,R,Action,2,1,M,5.9
Contact,tt0118884,1997,P,USA,0,Warner Home Video,PG,Drama,1,4,M,7.4
Mrs Dalloway,tt0119723,1997,P,UK,1,BMG,PG-13,Drama,2,0,M,6.9
Boogie Nights,tt0118749,1997,P,USA,0,New Line Cinema,R,Drama,0,1,M,7.9
Clover,tt0124317,1997,P,USA,2,N/A,N/A,Drama,0,0,M,6.2
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,tt0119918,1997,F,USA,0,Buena Vista Worldwide Home Entertainment,G,Animation,0,1,M,7.1
Good Will Hunting,tt0119217,1997,F,USA,0,Miramax Films,R,Drama,0,1,M,8.3
Chasing Amy,tt0118842,1997,P,USA,2,Miramax Films,R,Comedy,0,1,M,7.3
Mononoke-hime,tt0119698,1997,P,Japan,0,Miramax Films,PG-13,Animation,0,1,M,8.4
Le Acrobate,tt0118550,1997,P,Italy,1,N/A,N/A,N/A,1,0,M,6.9
Wilde,tt0120514,1997,P,UK,0,Sony Pictures Classics,R,Biography,0,2,M,6.9
A Simple Wish,tt0120133,1997,P,USA,2,Universal Pictures,PG,Comedy,0,0,M,5.4
Chun gwong cha sit (Happy Together),tt0118845,1997,F,Hong Kong,0,Kino on Video,N/A,Drama,0,0,M,7.8
Romy and Michelle&#39;s High School Reunion,tt0120032,1997,P,USA,0,Touchstone Pictures,R,Comedy,0,0,M,6.2
Ayneh,tt0117056,1997,P,Iran,2,Celluoid Dreams,N/A,Drama,0,0,M,7.6
"Inheritance, The",tt0119369,1997,P,USA,2,Alliance Atlantis Communications,N/A,Drama,1,0,M,7.1
Starship Troopers,tt0120201,1997,P,USA,0,Sony Pictures Home Entertainment,R,Action,0,2,M,7.2
Funny Games,tt0119167,1997,P,Austria,1,Attitude Films,NOT RATED,Crime,0,1,M,7.6
Spawn,tt0120177,1997,P,USA,0,New Line Home Entertainment,R,Action,0,4,M,5.2
Anastasia,tt0118617,1997,P,USA,2,20th Century Fox,G,Animation,1,2,M,7.1
Grosse Pointe Blank,tt0119229,1997,P,USA,0,Buena Vista Internationa,R,Action,0,2,M,7.4
La principessa e il povero,tt0178844,1997,P,Italy,0,N/A,N/A,Fantasy,0,1,M,6.3
Actrius,tt0115462,1997,P,Spain,1,N/A,N/A,Drama,0,0,M,6.9
Taste of Cherry,tt0120265,1997,F,Iran,0,Zeitgeist Films,NOT RATED,Drama,0,0,M,7.7
"Castle, The",tt0118826,1997,P,Australia,0,Miramax Films,R,Comedy,1,0,M,7.7
Mortal Kombat: Annihilation,tt0119707,1997,P,USA,0,New Line Home Entertainment,PG-13,Action,0,5,M,3.7
Turbo: A Power Rangers Movie,tt0120389,1997,P,USA,0,Fox,PG,Action,0,0,M,3.5
As Good as It Gets,tt0119822,1997,P,USA,1,TriStar Pictures,PG-13,Comedy,0,3,M,7.7
I Think I Do,tt0125209,1997,P,USA,0,Strand Releasing,NOT RATED,Comedy,0,1,M,6.8
La vita &egrave; bella,tt0118799,1997,F,Italy,0,Miramax,PG-13,Comedy,0,1,M,8.6
Strike!,tt0120692,1998,P,Italy,0,Miramax,PG-13,Comedy,1,0,F,6.7
Urban Legend,tt0146336,1998,P,USA,0,TriStar Pictures,R,Horror,0,0,F,5.5
Ring (Ringu),tt0178868,1998,P,Japan,1,Omega Productions,NOT RATED,Horror,0,0,M,7.3
Primary Colors,tt0119942,1998,P,UK,0,Universal,R,Comedy,1,1,M,6.7
Lost in Space,tt0120738,1998,P,USA,0,New Line Home Entertainment,PG-13,Action,0,0,M,5.1
"Opposite of Sex, The",tt0120777,1998,P,USA,2,Sony Pictures Classics,R,Comedy,0,0,M,6.5
Gia,tt0123865,1998,P,USA,2,HBO Video,R,Biography,0,2,M,7.0
Scooby-Doo on Zombie Island,tt0166792,1998,P,USA,0,WARNER BROTHERS PICTURES,TV-G,Animation,0,5,M,7.8
A Perfect Murder,tt0120787,1998,P,USA,2,Universal / Warner Bros.,R,Crime,0,2,M,6.5
Antz,tt0120587,1998,P,USA,0,Dreamworks,PG,Animation,0,3,M,6.6
Smoke Signals,tt0120321,1998,P,Canada,0,Miramax Films,PG-13,Comedy,0,0,M,7.2
"X Files, The",tt0120902,1998,P,USA,0,Twentieth Century Fox Home Entertainment,PG-13,Drama,0,3,M,7.0
Patch Adams,tt0129290,1998,P,USA,0,Universal Studios,PG-13,Biography,0,1,M,6.7
Wand&acirc;furu raifu,tt0165078,1998,P,Japan,0,Artistic License,R,Drama,0,0,M,7.7
You&#39;ve Got Mail,tt0128853,1998,P,USA,0,Warner Bros. Pictures,PG,Comedy,1,0,F,6.6
A Bug&#39;s Life,tt0120623,1998,P,USA,0,Buena Vista Pictures,G,Animation,0,4,M,7.2
Beloved,tt0120603,1998,P,USA,1,Touchstone Pictures,R,Drama,0,2,M,5.9
Godzilla,tt0120685,1998,P,USA,0,Sony Pictures Home Entertainment,PG-13,Action,0,5,M,5.3
Central Station,tt0140888,1998,P,Brazil,1,Sony Classics,R,Drama,0,2,M,8.0
There&#39;s Something About Mary,tt0129387,1998,P,USA,2,20th Century Fox,R,Comedy,0,4,M,7.1
Practical Magic,tt0120791,1998,P,USA,0,Warner Bros. Pictures,PG-13,Comedy,1,1,M,6.2
Mulan,tt0120762,1998,P,USA,1,Buena Vista,G,Animation,1,15,M,7.6
Perfect Blue,tt0156887,1998,P,Japan,2,Palm Pictures,R,Animation,1,0,M,7.9
Moby Dick,tt0120756,1998,F,UK,0,,PG,Adventure,0,0,M,6.5
"Red Violin, The",tt0120802,1998,P,Canada,0,Lions Gate,R,Drama,0,0,M,7.7
Little Voice,tt0147004,1998,P,UK,4,Miramax,R,Comedy,0,1,M,7.0
Vampires (John Carpenter&#39;s),tt0120877,1998,F,USA,0,Columbia Pictures,R,Action,0,1,M,6.1
My Name Is Joe,tt0151691,1998,P,UK,0,Artisan Pictures,R,Drama,0,1,M,7.5
Following,tt0154506,1998,F,UK,0,IFC,R,Crime,0,1,M,7.6
Rush Hour,tt0120812,1998,P,USA,1,New Line Cinema,PG-13,Action,0,2,M,7.0
"Parent Trap, The",tt0120783,1998,P,USA,0,Walt Disney Productions,PG,Adventure,1,2,F,6.5
Festen (The Celebration),tt0154420,1998,P,Denmark,0,October Films,R,Drama,0,2,M,8.1
"Idiots, The",tt0154421,1998,P,Denmark,0,N/A,R,Comedy,0,0,M,6.8
Phantoms,tt0119891,1998,P,USA,0,Miramax,R,Horror,0,2,M,5.4
Species II,tt0120841,1998,P,USA,0,MGM,R,Action,0,2,M,4.3
Slums of Beverly Hills,tt0120831,1998,P,USA,1,20th Century Fox,R,Comedy,1,0,F,6.6
Hideous Kinky,tt0136244,1998,P,UK,1,Sony Pictures Home Entertainment,R,Adventure,1,1,M,6.1
Barrio,tt0146468,1998,P,Spain,0,N/A,NOT RATED,Drama,0,1,M,7.2
I Still Know What You Did Last Summer,tt0130018,1998,P,USA,0,Sony Pictures Home Entertainment,R,Horror,0,1,M,4.6
Kuch Kuch Hota Hai,tt0172684,1998,P,India,3,Dharma Productions,NOT RATED,Comedy,0,0,M,7.7
2 seconds,tt0158446,1998,P,Canada,5,Wolfe Video,N/A,Comedy,0,0,M,6.7
Happiness,tt0147612,1998,P,USA,0,Trimark Pictures,UNRATED,Comedy,0,1,M,7.8
Star Trek: Insurrection,tt0120844,1998,P,USA,0,Paramount Pictures,PG,Action,0,2,M,6.4
Halloween H20: 20 Years Later,tt0120694,1998,P,USA,1,Miramax,R,Horror,0,3,M,5.7
High Art,tt0139362,1998,P,USA,0,October Releasing,R,Drama,1,0,F,6.7
Shakespeare in Love,tt0138097,1998,P,USA,1,Miramax,R,Comedy,0,1,M,7.1
Yeogo goedam,tt0241073,1998,P,South Korea,1,N/A,R,Drama,0,0,M,6.2
Quest for Camelot,tt0120800,1998,P,USA,1,Warner Bros. Pictures,G,Animation,1,2,M,6.3
"Wedding Singer, The",tt0120888,1998,P,USA,0,New Line Cinema,PG-13,Comedy,0,0,M,6.8
Ever After,tt0120631,1998,P,USA,0,20th Century Fox,PG-13,Comedy,0,1,M,7.0
Not One Less (Yi ge dou bu neng shao),tt0209189,1999,P,China,1,Sony Classics,G,Drama,0,0,M,7.7
Notting Hill,tt0125439,1999,P,UK,0,Universal Pictures,PG-13,Comedy,0,1,M,7.1
Star Wars: Episode I - The Phantom Menace,tt0120915,1999,P,USA,0,20th Century Fox,PG,Action,0,1,M,6.5
Carrie 2: The Rage,tt0144814,1999,P,USA,2,N/A,R,Horror,0,2,M,4.7
American Beauty,tt0169547,1999,P,USA,1,Dream Works,R,Drama,0,1,M,8.4
"Magical Legend of the Leprechauns, The",tt0205214,1999,P,UK,0,,N/A,Adventure,0,0,M,7.1
Things You Can Tell Just by Looking at Her,tt0210358,1999,P,USA,0,United Artists Films,PG-13,Drama,0,1,M,6.5
"4th Floor, The",tt0167752,1999,P,USA,1,A-Pix,R,Horror,0,1,M,5.7
Dogma,tt0120655,1999,P,USA,0,Lions Gate,R,Adventure,0,1,M,7.3
"Other Sister, The",tt0123209,1999,P,USA,4,Buena Vista,PG-13,Comedy,1,0,M,6.5
Being John Malkovich,tt0120601,1999,P,USA,0,Gramercy Pictures,R,Comedy,1,1,M,7.8
"Haunting, The",tt0171363,1999,P,USA,0,DreamWorks SKG,PG-13,Fantasy,1,1,M,4.9
200 Cigarettes,tt0137338,1999,P,USA,0,Paramount Pictures,R,Comedy,0,0,M,5.9
Tomie,tt0240119,1999,P,Japan,5,Daiei Studios,N/A,Crime,0,0,M,5.3
Mansfield Park,tt0178737,1999,P,UK,1,Miramax,PG-13,Comedy,2,0,F,7.1
Terror Firmer,tt0169299,1999,P,USA,0,Troma,R,Comedy,0,3,M,6.3
Deuce Bigalow: Male Gigolo,tt0205000,1999,P,USA,0,Happy Madison Productions,R,Comedy,0,0,M,5.7
"Virgin Suicides, The",tt0159097,1999,P,USA,0,Paramount Pictures,R,Drama,1,1,F,7.2
Jawbreaker,tt0155776,1999,P,USA,0,Columbia TriStar,R,Comedy,0,1,M,5.5
"Sixth Sense, The",tt0167404,1999,P,USA,0,Hollywood/Buena Vista,PG-13,Drama,0,0,M,8.1
Drop Dead Gorgeous,tt0157503,1999,P,Germany,0,New Line Cinema.,PG-13,Comedy,0,0,M,6.6
"Boondock Saints, The",tt0144117,1999,F,USA,0,Indican,R,Action,0,1,M,7.8
Eyes Wide Shut,tt0120663,1999,P,UK,2,Warner Bros. Pictures,R,Drama,0,2,M,7.4
"Cider House Rules, The",tt0124315,1999,P,USA,0,Miramax,PG-13,Drama,0,2,M,7.4
"Iron Giant, The",tt0129167,1999,F,USA,0,Warner Bros. Pictures,PG,Animation,0,2,M,8.0
Better Than Chocolate,tt0168987,1999,P,Canada,1,Trimark Pictures,R,Comedy,0,0,F,6.1
But I&#39;m a Cheerleader,tt0179116,1999,P,USA,2,Lions Gate Films,R,Comedy,1,2,F,6.6
Bicentennial Man,tt0182789,1999,P,USA,0,Buena Vista Pictures,PG,Comedy,0,4,M,6.9
Introducing Dorothy Dandridge,tt0172348,1999,P,USA,3,HBO Video,R,Biography,0,1,F,7.1
Human Traffic,tt0188674,1999,P,UK,0,Miramax Films,R,Comedy,0,1,M,7.1
Boys Don&#39;t Cry,tt0171804,1999,P,USA,0,Twentieth Century Fox,R,Biography,1,1,F,7.6
Topsy-Turvy,tt0151568,1999,P,UK,0,October Films,R,Biography,0,1,M,7.4
Memento Mori,tt0266075,1999,P,South Korea,2,N/A,R,Horror,0,0,M,6.6
Dick,tt0144168,1999,P,France,0,Sony Pictures Home Entertainment,PG-13,Comedy,0,1,M,6.1
Sleepy Hollow,tt0162661,1999,P,Germany,0,Paramount Pictures,R,Fantasy,0,3,M,7.4
Go!,tt0139239,1999,P,USA,0,Columbia Pictures,R,Comedy,0,1,M,7.3
Wives and Daughters,tt0215364,1999,P,UK,3,,TV-PG,Drama,0,0,M,8.2
"Blair Witch Project, The",tt0185937,1999,P,USA,0,Artisan Pictures,R,Horror,0,2,M,6.4
Titus,tt0120866,1999,P,USA,0,Fox Searchlight,R,Drama,1,1,F,7.2
6ixtynin9,tt0235154,1999,P,Thailand,3,Palm Pictures,R,Comedy,0,0,M,7.2
Aristocrats,tt0204082,1999,P,UK,0,,TV-14,Drama,0,0,M,7.5
Trick,tt0162710,1999,P,USA,0,Fine Line Features,R,Comedy,0,1,M,7.2
Teaching Mrs. Tingle,tt0133046,1999,P,USA,2,Miramax,PG-13,Comedy,0,1,M,5.3
She&#39;s All That,tt0160862,1999,P,USA,1,Miramax,PG-13,Comedy,0,0,M,5.9
Anywhere But Here,tt0149691,1999,P,USA,2,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,1,M,6.2
10 Things I Hate About You,tt0147800,1999,P,USA,1,Buena Vista Pictures,PG-13,Comedy,2,0,M,7.3
"Matrix, The",tt0133093,1999,P,USA,0,Warner Bros. Pictures,R,Action,2,0,F,8.7
Never Been Kissed,tt0151738,1999,P,USA,0,20th Century Fox,PG-13,Comedy,1,1,M,6.0
Shojo kakumei Utena: Adolescence mokushiroku,tt0243558,1999,P,Japan,2,Central Park Media,NOT RATED,Animation,0,0,M,7.2
Splendor,tt0127296,1999,P,UK,2,Souvlaki Space Station,R,Comedy,0,0,M,5.9
South Park: Bigger Longer &amp; Uncut,tt0158983,1999,P,USA,0,Paramount Pictures,R,Animation,0,2,M,7.8
Annie,tt0207972,1999,P,USA,3,Disney-ABC Domestic Television,UNRATED,Family,1,2,M,6.7
Bowfinger,tt0131325,1999,P,USA,0,Universal Studios,PG-13,Comedy,0,1,M,6.4
Beau travail,tt0209933,1999,P,France,0,La Sept ARTE,UNRATED,Drama,1,0,F,7.4
La comunidad,tt0255067,2000,P,Spain,0,Lolafilms Distribucion,R,Comedy,0,1,M,7.4
Dancing at the Blue Iguana,tt0217355,2000,P,USA,0,Keystone Entertainment,R,Drama,0,2,M,5.8
Charlie&#39;s Angels,tt0160127,2000,P,USA,1,Columbia Pictures,PG-13,Action,1,4,M,5.5
Gladiator,tt0172495,2000,F,USA,0,Dreamworks Distribution LLC,R,Action,0,4,M,8.5
Girlfight,tt0210075,2000,P,USA,1,Screen Gems,R,Drama,0,0,M,6.8
Batman Beyond: Return of the Joker,tt0233298,2000,P,USA,0,Warner Home Video,PG-13,Animation,0,3,M,7.8
Almost Famous,tt0181875,2000,P,USA,0,DreamWorks SKG,R,Adventure,1,1,F,7.9
Something Between Us,tt0286137,2000,P,USA,0,N/A,N/A,Comedy,0,1,M,6.7
Mal&egrave;na,tt0213847,2000,P,Italy,1,Miramax,R,Comedy,0,1,M,7.5
Tully,tt0212604,2000,F,USA,0,Small Planet,R,Drama,0,0,M,7.4
Together,tt0203166,2000,P,Sweden,2,IFC Films,R,Comedy,0,1,M,7.5
Ju-on,tt0330500,2000,P,Japan,0,N/A,NOT RATED,Horror,0,0,M,6.9
Dinner Rush,tt0229340,2000,P,USA,0,Access Motion Picture Group,R,Crime,0,1,M,7.3
Sakuya: yokaiden,tt0282936,2000,P,Japan,1,N/A,N/A,Family,0,0,M,5.3
"Gleaners and I, The",tt0247380,2000,P,France,0,Zeitgeist Films,NOT RATED,Documentary,0,0,M,7.6
Requiem for a Dream,tt0180093,2000,P,USA,0,Artisan Entertainment,R,Drama,0,1,M,8.3
Scream 3,tt0134084,2000,P,USA,1,Dimension Films,R,Horror,0,1,M,5.6
"Gift, The",tt0219699,2000,P,USA,2,Paramount Classics,R,Drama,0,1,M,6.7
Saving Grace,tt0195234,2000,P,UK,1,Fine Line Features,R,Comedy,0,3,M,6.9
Bread and Roses,tt0212826,2000,P,UK,0,Lions Gate Releasing,R,Drama,0,1,M,7.1
Sordid Lives,tt0204640,2000,P,USA,0,Regent Entertainment,R,Comedy,0,0,M,6.8
Fa yeung nin wa (In the Mood for Love),tt0118694,2000,P,Hong Kong,1,USA Films,PG,Drama,0,0,M,8.1
Dune,tt0142032,2000,P,USA,0,,NOT RATED,Adventure,0,0,M,7.1
