title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
&#39;Merci la vie&#39;,tt0102436,1991,P,France,1,N/A,N/A,Drama,0,0,M,6.8
Terminator 2: Judgement Day,tt0103064,1991,P,USA,1,TriStar Pictures,R,Action,0,2,M,8.5
Dragon Ball Z: Cooler&#39;s Revenge,tt1125254,1991,F,Japan,0,FUNimation Entertainment,TV-PG,Animation,1,1,M,7.3
"Silence of the Lambs, The",tt0102926,1991,P,USA,0,Orion Pictures Corporation,R,Crime,0,1,M,8.6
Madonna: Truth or Dare,tt0102370,1991,P,USA,1,Miramax Films,R,Documentary,0,0,M,6.2
"Linguini Incident, The",tt0102313,1991,P,USA,0,Academy Entertainment,R,Comedy,0,1,M,6.4
Thelma &amp; Louise,tt0103074,1991,P,USA,0,MGM,R,Adventure,1,0,M,7.4
Night on Earth,tt0102536,1991,P,France,0,Criterion Collection,R,Comedy,0,0,M,7.8
Neon City,tt0104981,1991,P,USA,0,Trimark,R,Action,0,0,M,5.3
Raise the Red Lantern,tt0101640,1991,P,China,2,China Film Co-Production Corporation,PG,Drama,0,0,M,8.2
City Slickers,tt0101587,1991,P,USA,0,Columbia Pictures,PG-13,Comedy,0,0,M,6.7
Alien 3,tt0103644,1992,F,USA,3,Twentieth Century Fox Home Entertainment,R,Action,0,5,M,6.4
Un Coeur en Hiver,tt0105682,1992,P,France,2,Koch Lorber Films,N/A,Drama,0,0,M,7.7
Buffy the Vampire Slayer,tt0103893,1992,P,USA,3,20th Century Fox,PG-13,Action,0,0,M,5.6
Death Becomes Her,tt0104070,1992,P,USA,3,N/A,PG-13,Comedy,0,2,M,6.5
Dracula,tt0103874,1992,P,USA,0,Columbia Pictures,R,Horror,0,1,M,7.5
Twin Peaks: Fire Walk With Me,tt0105665,1992,P,USA,0,New Line Cinema,R,Drama,0,4,M,7.2
Baraka,tt0103767,1992,F,USA,0,Magidson Films,NOT RATED,Documentary,1,2,M,8.6
Malcolm X,tt0104797,1992,P,USA,0,Warner Bros.,PG-13,Biography,0,2,M,7.7
A League of Their Own,tt0104694,1992,P,USA,0,Columbia Pictures,PG,Comedy,1,0,M,7.2
"Bikini Carwash Company, The",tt0103812,1992,P,USA,1,Krazy Karwash Kompany Inc,R,Comedy,0,1,M,4.7
Dead Alive,tt0103873,1992,P,New Zealand,3,Trimark Pictures,R,Comedy,0,3,M,7.5
Straight Talk,tt0105481,1992,P,USA,3,Hollywood Pictures,PG,Comedy,1,2,M,5.7
Single White Female,tt0105414,1992,P,USA,1,Columbia Pictures,R,Drama,0,1,M,6.3
Reservoir Dogs,tt0105236,1992,F,USA,0,Miramax Films,R,Crime,0,3,M,8.3
El Mariachi,tt0104815,1992,F,Mexico,0,Sony Pictures Home Entertainment,R,Action,0,1,M,6.9
Ladybugs,tt0104670,1992,P,USA,1,Paramount Home Video,PG-13,Comedy,0,1,F,5.3
Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,tt1517470,1992,F,Japan,0,N/A,N/A,Animation,1,0,M,7.2
Passion Fish,tt0105107,1992,P,USA,4,Sony Pictures Home Entertainment,R,Drama,0,1,M,7.5
Tom and Jerry: The Movie,tt0105616,1992,P,USA,2,Miramax Films,G,Animation,0,1,M,5.3
Dragon Inn,tt0105859,1992,P,Hong Kong,0,Tai Seng,N/A,Action,0,0,M,7.3
Sister Act 2: Back in the Habit,tt0108147,1993,P,USA,0,Buena Vista,PG,Comedy,0,2,M,5.5
Indien,tt0107214,1993,F,Austria,0,N/A,N/A,Comedy,0,3,M,7.9
"Firm, The",tt0106918,1993,P,USA,0,Paramount Pictures,R,Drama,0,4,F,6.8
Manhattan Murder Mystery,tt0107507,1993,P,USA,1,TriStar Pictures,PG,Comedy,0,1,M,7.4
Demolition Man,tt0106697,1993,F,USA,0,Warner Home Video,R,Action,0,5,M,6.6
What&#39;s Love Got to Do with It,tt0108551,1993,P,USA,2,Touchstone Pictures,R,Biography,1,0,M,7.3
Naked,tt0107653,1993,P,UK,1,New Line Cinema,NOT RATED,Comedy,0,1,M,7.9
Addams Family Values,tt0106220,1993,P,USA,0,Paramount Home Video,PG-13,Comedy,0,2,M,6.7
"Heroic Trio, The",tt0105619,1993,P,Hong Kong,0,Tai Seng,R,Action,0,1,M,6.6
Batman: Mask of the Phantasm,tt0106364,1993,F,USA,0,WARNER BROTHERS PICTURES,PG,Animation,0,5,M,7.9
Poetic Justice,tt0107840,1993,P,USA,0,Columbia Pictures Corporation,R,Drama,0,1,M,6.0
Death Train,tt0106689,1993,P,UK,0,New Line Cinema,R,Action,0,1,M,5.3
Short Cuts,tt0108122,1993,P,USA,0,Fine Line Features,R,Comedy,0,3,M,7.7
"Professional, The",tt0110413,1994,P,France,3,Columbia Pictures,R,Crime,0,0,M,8.6
Reality Bites,tt0110950,1994,P,USA,1,MCA Universal Home Video,PG-13,Comedy,1,0,M,6.6
Street Fighter,tt0111301,1994,P,Japan,0,MCA Universal Home Video,PG-13,Action,0,1,M,3.9
"Client, The",tt0109446,1994,P,USA,0,Warner Home Video,PG-13,Crime,0,2,M,6.7
Blue Sky,tt0109306,1994,P,USA,1,Orion Home Video,PG-13,Drama,0,1,M,6.4
Serial Mom,tt0111127,1994,P,USA,2,HBO Video,R,Comedy,0,1,M,6.7
Wrony,tt0111751,1994,P,Poland,5,N/A,N/A,Drama,0,0,M,7.4
Natural Born Killers,tt0110632,1994,P,USA,0,Warner Bros. Pictures,R,Crime,0,4,M,7.3
Muriel&#39;s Wedding,tt0110598,1994,P,Australia,2,Miramax,R,Comedy,0,0,M,7.2
Crooklyn,tt0109504,1994,P,USA,1,MCA Universal Home Video,PG-13,Comedy,0,0,M,6.9
Death and the Maiden,tt0109579,1994,F,UK,2,Fine Line Features,R,Drama,2,3,M,7.3
Kan du vissla Johanna?,tt0110236,1994,F,Sweden,0,N/A,N/A,Family,0,0,M,6.6
"Secret of Roan Inish, The",tt0111112,1994,P,USA,2,Samuel Goldwyn Films,PG,Drama,0,1,M,7.5
New Nightmare,tt0111686,1994,P,USA,0,Turner Home Entertainment,R,Fantasy,0,0,M,6.5
Eat Drink Man Woman,tt0111797,1994,P,Taiwan,1,Samuel Goldwyn Films,NOT RATED,Comedy,0,1,M,7.8
Beverly Hills Cop III,tt0109254,1994,F,USA,0,Paramount Home Video,R,Action,0,2,M,5.5
Amateur,tt0109093,1994,P,USA,3,Sony Pictures Home Entertainment,R,Comedy,0,0,M,7.0
Uncovered,tt0111549,1994,P,UK,2,N/A,N/A,Thriller,0,3,M,5.9
Cold Comfort Farm,tt0112701,1995,P,UK,2,Universal Pictures,PG,Comedy,1,1,M,7.3
"City of Lost Children, The",tt0112682,1995,P,France,0,Sony Pictures Classics,R,Fantasy,0,1,M,7.6
Tank Girl,tt0114614,1995,P,USA,2,MGM Home Entertainment,R,Action,1,2,F,5.3
Pocahontas,tt0114148,1995,P,USA,1,Buena Vista Distribution Compa,G,Animation,0,15,M,6.7
Dead Presidents,tt0112819,1995,P,USA,0,Hollywood Pictures,R,Action,0,4,M,6.9
How to Make an American Quilt,tt0113347,1995,P,USA,1,MCA Universal Home Video,PG-13,Comedy,2,0,F,6.2
Mimi wo sumaseba (Whisper of the Heart),tt0113824,1995,P,Japan,2,Optimum Releasing,G,Animation,1,1,M,8.0
Dilwale Dulhania Le Jayenge,tt0112870,1995,P,India,0,Yash Raj Films,NOT RATED,Comedy,0,3,M,8.2
Maborosi,tt0113725,1995,P,Japan,2,TV Man Union,N/A,Drama,0,0,M,7.6
Home for the holidays,tt0113321,1995,P,USA,6,Passport,PG-13,Comedy,0,1,M,6.6
Dangerous Minds,tt0112792,1995,P,USA,1,Disney,R,Biography,0,1,M,6.5
Apollo 13,tt0112384,1995,P,USA,0,Universal Pictures,PG,Adventure,0,2,M,7.6
Butterfly Kiss,tt0112604,1995,P,UK,3,N/A,NOT RATED,Comedy,0,3,M,6.4
Outbreak,tt0114069,1995,P,USA,0,Warner Home Video,R,Action,0,1,M,6.6
Pride and Prejudice,tt0112130,1995,P,UK,2,,TV-PG,Drama,0,0,M,8.9
Congo,tt0112715,1995,F,USA,0,Paramount Home Video,PG-13,Action,0,2,M,5.1
Judge Dredd,tt0113492,1995,P,USA,0,Hollywood Pictures,R,Action,0,6,M,5.5
Grim,tt0113221,1995,P,UK,0,A-Pix,R,Horror,0,1,M,2.0
"English Patient, The",tt0116209,1996,P,USA,0,Miramax Films,R,Drama,0,2,M,7.4
Sabrina the Teenage Witch,tt0117534,1996,P,USA,4,Hallmark Entertainment,PG,Comedy,2,1,M,6.3
Kids Return,tt0116767,1996,P,Japan,0,N/A,N/A,Crime,0,0,M,7.6
Fire,tt0116308,1996,P,Canada,1,N/A,UNRATED,Drama,0,0,M,7.3
Marvin&#39;s Room,tt0116999,1996,P,USA,2,Miramax Films,PG-13,Drama,0,2,M,6.7
Stealing Beauty,tt0117737,1996,P,Italy,3,Fox Searchlight Pictures,R,Drama,1,0,M,6.6
Sonic the Hedgehog: The Movie,tt0237765,1996,F,Japan,0,ADV Films,NOT RATED,Animation,1,1,M,6.6
Scream,tt0117571,1996,P,USA,5,Miramax Films,R,Horror,0,1,M,7.2
Hard Eight,tt0119256,1996,F,USA,0,MGM,R,Crime,0,1,M,7.3
Star Trek: First Contact,tt0117731,1996,P,USA,0,Paramount Pictures,PG-13,Action,0,2,M,7.6
Love and Other Catastrophes,tt0116931,1996,P,Australia,0,Twentieth Century Fox,R,Comedy,1,1,M,6.3
Big Night,tt0115678,1996,P,USA,0,Samuel Goldwyn Films,R,Drama,0,2,F,7.3
Female Perversions,tt0116293,1996,P,Germany,2,Trimark,R,Drama,2,0,F,5.5
James and the Giant Peach,tt0116683,1996,P,UK,0,Buena Vista Pictures,PG,Animation,0,2,M,6.7
Secrets &amp; Lies,tt0117589,1996,P,France,5,Twentieth Century Fox Home Entertainment,R,Drama,0,1,M,8.0
Broken Arrow,tt0115759,1996,F,USA,0,Twentieth Century Fox Home Entertainment,R,Action,0,1,M,6.0
Entertaining Angels: The Dorothy Day Story,tt0116212,1996,P,USA,3,Paulist Productions,PG-13,Biography,0,1,M,6.3
Michael,tt0117038,1996,P,USA,1,WARNER BROTHERS PICTURES,PG,Comedy,1,2,F,5.7
Event Horizon,tt0119081,1997,P,UK,0,Paramount Home Video,R,Horror,0,1,M,6.7
I Know What You Did Last Summer,tt0119345,1997,P,USA,0,Sony Pictures Home Entertainment,R,Horror,0,1,M,5.7
Spice World,tt0120185,1997,P,UK,0,Sony Pictures Entertainment,PG,Comedy,1,1,M,3.4
"Peacemaker, The",tt0119874,1997,P,USA,1,Dreamworks,R,Action,1,2,M,5.9
"Devil&#39;s Advocate, The",tt0118971,1997,P,USA,0,Warner Home Video,R,Drama,0,3,F,7.5
"Winter Guest, The",tt0120521,1997,P,UK,3,Fine Line Features,R,Drama,0,1,M,7.1
George of the Jungle,tt0119190,1997,P,USA,0,Disney,PG,Action,3,1,M,5.4
"Well, The",tt0120493,1997,P,Australia,2,Cowboy Booking International,N/A,Drama,2,0,F,6.1
"Night Flier, The",tt0119784,1997,P,USA,0,New Line Home Entertainment,R,Fantasy,0,3,M,6.0
"Sticky Fingers of Time, The",tt0127302,1997,P,USA,2,Strand Releasing,N/A,Sci-Fi,0,0,M,6.2
Scream 2,tt0120082,1997,P,USA,0,Miramax Films,R,Horror,0,2,M,6.1
Selena,tt0120094,1997,P,USA,0,Warner Home Video,PG,Biography,0,1,M,6.7
"Lost World: Jurassic Park, The",tt0119567,1997,P,USA,0,Universal Pictures,PG-13,Action,0,2,M,6.5
Jackie Brown,tt0119396,1997,P,USA,3,Miramax Films,R,Crime,0,1,M,7.5
Dantes Peak,tt0118928,1997,P,USA,0,Universal Pictures,PG-13,Action,1,0,M,5.9
Cats Don&#39;t Dance,tt0118829,1997,P,USA,0,Warner Bros. Pictures,G,Animation,1,5,M,6.9
Tower of Terror,tt0131620,1997,P,USA,0,Walt Disney Television,UNRATED,Horror,0,0,M,6.2
"House of Yes, The",tt0119324,1997,P,USA,3,Miramax,R,Comedy,1,1,M,6.7
Alien: Resurrection,tt0118583,1997,P,USA,2,Twentieth Century Fox Home Entertainment,R,Action,0,1,M,6.2
Eve&#39;s Bayou,tt0119080,1997,P,USA,4,Lions Gate Films,R,Drama,0,0,M,7.3
Ayneh,tt0117056,1997,P,Iran,2,Celluoid Dreams,N/A,Drama,0,0,M,7.6
Cinderella,tt0128996,1997,P,USA,0,N/A,G,Musical,0,2,M,6.5
Sliding Doors,tt0120148,1998,P,UK,3,Miramax,PG-13,Comedy,0,1,M,6.8
"Last Days of Disco, The",tt0120728,1998,P,USA,0,Gramercy,R,Comedy,0,0,M,6.6
Stepmom,tt0120686,1998,P,USA,2,TriStar Pictures,PG-13,Comedy,2,3,M,6.7
Dancing at Lughnasa,tt0120643,1998,P,Ireland,0,Sony Pictures Classics,PG,Drama,0,3,M,6.3
Safe Men,tt0120813,1998,F,USA,0,Universal Pictures,R,Comedy,0,1,M,6.0
Lick the Star,tt0197626,1998,P,USA,0,N/A,N/A,Drama,2,0,F,6.0
Madeline,tt0123987,1998,P,France,3,Columbia Tri-Star,PG,Comedy,3,2,F,6.0
Celebrity,tt0120533,1998,P,USA,1,Miramax Films,R,Comedy,0,0,M,6.3
Show Me Love,tt0150662,1998,P,Sweden,0,Strand Releasing,NOT RATED,Comedy,0,1,M,7.6
"Prince of Egypt, The",tt0120794,1998,P,USA,0,Dreamworks,PG,Animation,0,2,F,7.1
Rushmore,tt0128445,1998,P,USA,0,Touchstone Pictures,R,Comedy,0,1,M,7.7
"Black Cat, White Cat",tt0118843,1998,P,Federal Republic of Yugoslavia,0,October Films,R,Comedy,0,0,M,8.1
"Faculty, The",tt0133751,1998,P,USA,0,Miramax,R,Horror,0,3,M,6.5
City of Angels,tt0120632,1998,P,USA,0,N/A,PG-13,Drama,1,2,M,6.7
Elizabeth,tt0127536,1998,P,UK,1,Gramercy,R,Biography,0,1,M,7.5
Saving Private Ryan,tt0120815,1998,F,USA,0,Paramount Pictures,R,Drama,0,1,M,8.6
Deep Impact,tt0120647,1998,P,USA,0,Paramount Pictures,PG-13,Action,0,2,M,6.2
Glasblasarns barn,tt0119204,1998,P,Sweden,0,N/A,N/A,Drama,1,1,M,6.2
Hope Floats,tt0119313,1998,P,USA,7,Twentieth Century Fox Home Entertainment,PG-13,Drama,0,1,M,5.9
"Dreamlife of Angels, The",tt0120449,1998,P,France,2,Mercure Distribution,R,Drama,0,3,M,7.5
"Rugrats Movie, The",tt0134067,1998,P,USA,0,Paramount Pictures,G,Animation,0,2,M,5.9
Love &amp; Pop,tt0168972,1998,P,Japan,0,US Manga Corps,N/A,Drama,0,0,M,7.3
Pleasantville,tt0120789,1998,P,USA,0,New Line Cinema,PG-13,Comedy,0,1,M,7.5
Your Friends and Neighbors,tt0119517,1998,P,USA,0,Gramercy,R,Comedy,0,1,M,6.4
Wild Things,tt0120890,1998,P,USA,0,Sony Pictures Home Entertainment,R,Crime,0,1,M,6.5
"Lion King 2: Simba&#39;s Pride, The",tt0120131,1998,P,USA,1,Walt Disney Television Animation,G,Animation,3,4,M,6.5
"Avengers, The",tt0118661,1998,P,USA,0,Warner Bros. Pictures,PG-13,Action,1,0,M,3.7
Trance (The Eternal),tt0158011,1998,P,USA,0,Trimark,R,Horror,0,1,M,4.3
Pecker,tt0126604,1998,P,USA,0,Fine Line Features,R,Comedy,0,1,M,6.4
Black and White,tt0165643,1999,P,USA,0,Sony Pictures Home Entertainment,R,Crime,0,1,M,5.0
Ring 2 (Ringu 2),tt0218553,1999,P,Japan,1,Kadokawa Shoten Publishing Company,NOT RATED,Horror,0,0,M,6.0
Virus,tt0120458,1999,P,USA,0,Universal,R,Action,0,1,M,4.9
Redball,tt0163178,1999,P,Australia,0,N/A,NOT RATED,Thriller,0,1,M,5.4
Aimee &amp; Jaguar,tt0130444,1999,P,Germany,2,Zeitgeist,NOT RATED,Biography,1,1,M,7.3
Tea with Mussolini,tt0120857,1999,P,Italy,1,MGM/UA,PG,Drama,0,2,M,6.9
"Talented Mr. Ripley, The",tt0134119,1999,P,USA,0,Paramount Pictures,R,Crime,1,1,M,7.4
"Girl, Interrupted",tt0172493,1999,P,USA,1,Sony Pictures,R,Biography,2,1,M,7.4
Blast from the Past,tt0124298,1999,P,USA,0,New Line Home Entertainment,PG-13,Comedy,0,1,M,6.6
New Waterford Girl,tt0213121,1999,P,Canada,2,Wellspring Media Inc.,N/A,Comedy,0,0,M,7.0
Anna and the King,tt0166485,1999,P,USA,0,20th Century Fox,PG-13,Drama,1,2,M,6.7
Why Not Me?,tt0162556,1999,P,Spain,0,N/A,N/A,Comedy,0,0,M,6.7
"Straight Story, The",tt0166896,1999,P,France,0,Buena Vista Pictures,G,Biography,1,1,M,8.0
A Walk on the Moon,tt0120613,1999,P,USA,1,Miramax,R,Drama,1,0,M,6.6
Storm of the Century,tt0135659,1999,P,Canada,0,,PG-13,Drama,0,0,M,7.4
Ring,tt0289424,1999,P,South Korea,1,AFDF,N/A,Horror,0,0,M,6.3
Juha,tt0158692,1999,F,Finland,3,N/A,UNRATED,Comedy,0,0,M,7.0
East Is East,tt0166175,1999,P,UK,0,Miramax Films,R,Comedy,0,0,M,6.9
Todo sobre mi madre (All About My Mother),tt0185125,1999,P,Spain,1,Sony Pictures Classics,R,Drama,0,1,M,7.9
Brokedown Palace,tt0120620,1999,P,USA,1,Twentieth Century Fox Home Entertainment,PG-13,Drama,0,3,M,6.4
Kikujiro,tt0199683,1999,F,Japan,1,N/A,PG-13,Drama,0,0,M,7.8
Election,tt0126886,1999,P,USA,0,Paramount Pictures,R,Comedy,0,1,M,7.3
Muppets From Space,tt0158811,1999,P,USA,0,Columbia Pictures,G,Adventure,0,2,M,6.3
"Big Kahuna, The",tt0189584,1999,F,USA,0,Lions Gate Films,R,Drama,0,2,M,6.6
Family guy,tt0182576,1999,P,USA,0,,TV-14,Animation,0,2,M,8.2
Holy Smoke,tt0144715,1999,P,USA,1,Miramax Films,R,Drama,2,0,F,5.9
Double Platinum,tt0177721,1999,P,USA,3,Sony Pictures Home Entertainment,PG,Musical,1,0,M,5.9
Cruel Intentions,tt0139134,1999,P,USA,1,Columbia Pictures,R,Drama,0,1,M,6.8
Screwed in Tallinn,tt0311926,1999,P,Sweden,0,N/A,N/A,Comedy,0,5,M,8.0
Los sin nombre,tt0222368,1999,P,Spain,3,N/A,R,Drama,0,0,M,5.9
What&#39;s Cooking?,tt0197096,2000,P,UK,0,Trimark Pictures,PG-13,Comedy,0,1,M,7.1
Snatch.,tt0208092,2000,F,UK,0,Columbia Pictures,R,Comedy,0,0,M,8.3
What Lies Beneath,tt0161081,2000,P,USA,4,DreamWorks SKG,PG-13,Drama,1,2,M,6.6
Billy Elliot,tt0249462,2000,P,UK,0,NCM Fathom,R,Drama,0,1,M,7.7
Songcatcher,tt0210299,2000,P,USA,2,Lions Gate,PG-13,Drama,1,0,F,7.2
Greenfingers,tt0203540,2000,P,UK,0,IDP Distribution,R,Comedy,0,1,M,6.9
Kao (Face),tt0256127,2000,P,Japan,0,N/A,N/A,Comedy,0,0,M,6.9
Love &amp; Basketball,tt0199725,2000,P,USA,0,New Line Cinema,PG-13,Drama,1,0,F,7.2
"O Brother, Where Art Thou?",tt0190590,2000,F,UK,0,Buena Vista,PG-13,Adventure,0,2,M,7.8
Italian for Beginners,tt0243862,2000,P,Denmark,0,Miramax Films,R,Comedy,1,0,M,7.1
Pitch Black,tt0134847,2000,P,USA,0,Gramercy Pictures/ USA Films,R,Horror,0,1,M,7.1
Alvin and the Chipmunks Meet the Wolfman,tt0252227,2000,P,USA,0,Universal Studios Home Video,G,Animation,0,1,M,6.8
Tomie: Replay,tt0279474,2000,P,Japan,2,Daiei Studios,N/A,Horror,0,0,M,5.5
Supernova,tt0134983,2000,P,USA,0,MGM/UA,PG-13,Horror,0,3,M,4.8
Spiral,tt0244870,2000,P,Japan,0,N/A,N/A,Drama,0,0,M,6.2
Red Planet,tt0199753,2000,F,USA,0,Warner Bros.,PG-13,Action,0,1,M,5.7
Unbreakable,tt0217869,2000,F,USA,0,Touchstone Pictures,PG-13,Drama,0,0,M,7.3
Romeo Must Die,tt0165929,2000,F,USA,1,Warner Home Video,R,Action,0,3,M,6.1
A Good Baby,tt0155723,2000,P,USA,0,N/A,NOT RATED,Drama,1,1,F,6.9
Dancer in the Dark,tt0168629,2000,P,Denmark,2,Fine Line Features,R,Crime,0,0,M,8.0
Is It Fall Yet,tt0250440,2000,P,USA,1,MTV Original Films For Television,TV-14,Animation,0,1,F,8.2
Life-Size,tt0200809,2000,P,USA,4,Disney-ABC Domestic Television,TV-G,Comedy,2,1,M,5.6
Hanging Up,tt0162983,2000,P,Germany,0,Sony Pictures Home Entertainment,PG-13,Comedy,1,0,M,4.8
"Patriot, The",tt0187393,2000,P,USA,0,Columbia Pictures,R,Action,0,1,M,7.2
Where the Heart Is,tt0198021,2000,P,USA,2,Twentieth Century Fox Home Entertainment,PG-13,Comedy,0,0,M,6.8
How the Grinch Stole Christmas,tt0170016,2000,P,USA,0,Universal Pictures,PG,Comedy,0,2,M,6.1
Riding in Cars with Boys,tt0200027,2001,P,USA,1,Columbia Pictures,PG-13,Biography,1,1,M,6.5
Heist,tt0252503,2001,P,Canada,0,Warner Bros. Pictures,R,Action,0,1,M,6.5
Don&#39;t Say A Word,tt0260866,2001,P,USA,2,20th Century Fox,R,Drama,0,3,M,6.3
Jason X,tt0211443,2001,P,USA,0,New Line Cinema,R,Action,0,2,M,4.4
Cowboy Bebop: The Movie,tt0275277,2001,P,Japan,0,Destination Films,R,Animation,0,0,M,7.9
Y tu mama tambien,tt0245574,2001,F,Mexico,1,IFC Films,R,Adventure,0,2,M,7.7
"Others, The",tt0230600,2001,P,USA,3,Miramax Films,PG-13,Horror,0,1,M,7.6
Tomie: Re-birth,tt0348225,2001,P,Japan,1,N/A,N/A,Horror,0,0,M,5.6
"Score, The",tt0227445,2001,F,USA,0,Paramount Pictures,R,Crime,0,2,M,6.8
Escanaba in da Moonlight,tt0180679,2001,F,USA,0,Purple Rose Films,PG-13,Comedy,0,0,M,6.5
Someone Like You...,tt0244970,2001,P,USA,2,20th Century Fox,PG-13,Comedy,2,0,M,6.1
Tremors 3: Back to Perfection,tt0259685,2001,P,USA,0,Universal Studios Home Video,PG,Action,1,2,M,5.4
Arachnid,tt0271972,2001,P,Spain,1,LionsGate Entertainment,R,Action,0,1,M,3.9
Behind Enemy Lines,tt0159273,2001,F,USA,0,20th Century Fox,PG-13,Action,0,2,M,6.4
"Piano Teacher, The",tt0254686,2001,P,Austria,0,MK2 Diffusion,R,Drama,0,1,M,7.5
Manic,tt0252684,2001,P,USA,0,N/A,R,Drama,0,1,F,7.4
Gosford Park,tt0280707,2001,P,UK,0,USA Films,R,Comedy,0,2,M,7.3
Hitched,tt0272127,2001,P,USA,2,USA Films,N/A,Thriller,0,1,M,5.4
Nowhere in Africa,tt0161860,2001,P,Germany,0,Zeitgeist Films,R,Biography,1,0,F,7.6
Evolution,tt0251075,2001,P,USA,0,Dreamworks Pictures,PG-13,Comedy,0,2,M,6.1
Bridget Jones&#39;s Diary,tt0243155,2001,P,UK,3,Miramax Films,R,Comedy,2,2,F,6.7
Not Another Teen Movie,tt0277371,2001,P,USA,0,Columbia Pictures,R,Comedy,0,3,M,5.7
La fille de Keltoum,tt0312687,2001,P,France,5,N/A,N/A,Drama,0,0,M,7.3
Zoolander,tt0196229,2001,P,Germany,0,Paramount Pictures,PG-13,Comedy,0,7,M,6.6
"Belphegor, Phantom of the Louvre (Belphegor - Le fantome du Louvre)",tt0214529,2001,P,France,0,Bac Films,TV-14,Mystery,0,1,M,4.4
Rat Race,tt0250687,2001,P,USA,0,Paramount Pictures,PG-13,Adventure,0,1,M,6.4
"Royal Tenenbaums, The",tt0265666,2001,P,USA,0,Buena Vista Distribution Compa,R,Comedy,0,1,M,7.6
Jay and Silent Bob Strike Back,tt0261392,2001,P,USA,0,Dimension Films,R,Comedy,0,2,M,6.9
Wet Hot American Summer,tt0243655,2001,P,USA,0,USA Films,R,Comedy,0,2,M,6.7
Scary Movie 2,tt0257106,2001,P,USA,0,Dimension Films,R,Comedy,1,8,M,5.3
Charlotte Gray,tt0245046,2001,P,UK,2,Warner Bros. Pictures,PG-13,Drama,0,2,F,6.4
Volcano High,tt0301429,2001,P,South Korea,0,N/A,PG-13,Action,0,0,M,6.0
Resident Evil,tt0120804,2002,P,UK,0,Columbia Tristar Pictures,R,Action,0,1,M,6.7
Gerry,tt0302674,2002,F,USA,0,FilmFour,R,Adventure,1,1,M,6.2
"Transporter, The",tt0293662,2002,F,France,0,Fox,PG-13,Action,0,1,M,6.8
Spy Kids 2: Island of Lost Dreams,tt0287717,2002,P,USA,0,Dimension Films,PG,Action,0,1,M,5.1
demonlover,tt0284034,2002,P,France,0,Palm Pictures,R,Thriller,0,0,M,5.9
Ju-on: The Grudge,tt0364385,2002,P,Japan,0,Lions Gate Releasing,R,Horror,0,0,M,6.7
Cube2: Hypercube,tt0285492,2002,P,Canada,0,Ghost Logic,R,Sci-Fi,1,2,M,5.6
Road to Perdition,tt0257044,2002,F,USA,0,DreamWorks SKG,R,Crime,0,3,M,7.7
"Powerpuff Girls, The",tt0289408,2002,P,USA,0,Warner Bros. Pictures,PG,Animation,5,7,M,6.5
Funny Ha Ha,tt0327753,2002,P,USA,3,Goodbye Cruel Releasing,N/A,Comedy,0,1,M,6.4
"Ring, The",tt0298130,2002,P,USA,0,DreamWorks SKG,PG-13,Horror,0,0,M,7.1
Far from Heaven,tt0297884,2002,P,USA,0,USA Films,PG-13,Drama,0,1,M,7.4
Hable con ella [Talk to Her],tt0287467,2002,P,Spain,1,Sony Pictures Classics,R,Drama,0,1,M,8.0
Adaptation,tt0268126,2002,P,USA,0,Columbia Pictures,R,Comedy,2,1,M,7.7
"Hours, The",tt0274558,2002,P,USA,1,Miramax Films,PG-13,Drama,0,2,M,7.6
Sweet Sixteen,tt0313670,2002,F,UK,1,Lions Gate Films,R,Crime,0,1,M,7.5
Tomie: Saishuu-sho - kindan no kajitsu,tt0348226,2002,P,Japan,2,N/A,N/A,Horror,0,0,M,5.9
Maid in Manhattan,tt0252076,2002,P,USA,3,Columbia Pictures,PG-13,Comedy,0,2,M,5.2
Naqoyqatsi,tt0145937,2002,F,USA,0,Miramax Films,PG,Documentary,0,0,M,6.6
"Rules of Attraction, The",tt0292644,2002,P,Germany,0,Lions Gate Films,R,Comedy,0,1,M,6.7
Ying xiong (Hero),tt0299977,2002,P,China,0,N/A,PG-13,Action,0,0,M,7.9
Ice Age,tt0268380,2002,F,USA,0,20th Century Fox,PG,Animation,0,6,M,7.5
Wilbur Wants to Kill Himself,tt0329767,2002,P,Denmark,0,ThinkFilm Inc,R,Comedy,0,0,M,6.9
Teknolust,tt0270688,2002,P,USA,1,ThinkFilm,R,Comedy,0,0,M,5.3
Whale Rider,tt0298228,2002,P,New Zealand,2,Palm Pictures,PG-13,Drama,0,0,M,7.6
Rose Red,tt0259153,2002,P,USA,0,,PG-13,Horror,0,0,M,6.8
Calendar Girls,tt0337909,2003,P,UK,1,Buena Vista Pictures,PG-13,Comedy,1,0,M,6.9
"Core, The",tt0298814,2003,P,USA,0,Paramount Pictures,PG-13,Action,0,2,M,5.5
Underworld,tt0320691,2003,P,USA,0,Sony Screen Gems,R,Action,0,3,M,7.0
Sunset Story,tt0368310,2003,P,USA,0,N/A,N/A,Documentary,0,0,F,7.7
Basic,tt0264395,2003,P,Germany,0,Sony Pictures Entertainment,R,Action,0,1,M,6.5
